y_true,clean,gray,n,CR,arm
75,0.9540229885057471,0.5862068965517241,435,0.367816091954023,swin_tiny
76,0.9688311688311688,0.8822510822510823,1155,0.08658008658008653,swin_tiny
77,0.958974358974359,0.8393162393162393,585,0.11965811965811968,swin_tiny
78,1.0,0.9523809523809523,105,0.04761904761904767,swin_tiny
79,0.9811764705882353,0.7411764705882353,425,0.24,swin_tiny
80,0.9931506849315068,0.3904109589041096,730,0.6027397260273972,swin_tiny
81,0.9239130434782609,0.7891304347826087,460,0.13478260869565217,swin_tiny
82,0.8576576576576577,0.5873873873873874,555,0.2702702702702703,swin_tiny
83,0.7878787878787878,0.3424242424242424,330,0.44545454545454544,swin_tiny
84,0.9813953488372092,0.5813953488372093,215,0.3999999999999999,swin_tiny
85,0.9894736842105263,0.9473684210526315,190,0.04210526315789476,swin_tiny
86,0.9767441860465116,0.9395348837209302,215,0.037209302325581395,swin_tiny
87,0.8641791044776119,0.7761194029850746,670,0.08805970149253728,swin_tiny
88,0.95,0.25365853658536586,820,0.6963414634146341,swin_tiny
89,0.8580645161290322,0.18387096774193548,310,0.6741935483870968,swin_tiny
90,0.9785714285714285,0.8642857142857143,280,0.11428571428571421,swin_tiny
91,0.9695652173913043,0.7086956521739131,230,0.26086956521739124,swin_tiny
92,0.9461538461538461,0.8,130,0.14615384615384608,swin_tiny
93,0.9788732394366197,0.9591549295774648,710,0.019718309859154903,swin_tiny
94,0.9518518518518518,0.8888888888888888,540,0.062962962962963,swin_tiny
95,0.8422535211267606,0.2704225352112676,355,0.571830985915493,swin_tiny
96,0.8826086956521739,0.717391304347826,230,0.16521739130434787,swin_tiny
97,0.9483870967741935,0.7806451612903226,310,0.16774193548387095,swin_tiny
98,0.9534883720930233,0.9395348837209302,215,0.013953488372093092,swin_tiny
99,0.993103448275862,0.21379310344827587,145,0.7793103448275862,swin_tiny
100,0.9736842105263158,0.4052631578947368,190,0.5684210526315789,swin_tiny
101,0.9785714285714285,0.5642857142857143,140,0.41428571428571426,swin_tiny
