dataset,model,seed,bin,n,acc,macro_f1,uar
flowers102,swin_tiny_gray,3,mid,2053,0.8095470043838285,0.7037307079478242,0.7872892806788908
flowers102,swin_tiny_gray,3,high,2048,0.697265625,0.553773155942175,0.7402306716984111
flowers102,swin_tiny_gray,4,overall,6149,0.7799642218246869,0.7669112610965555,0.7952370144410977
flowers102,swin_tiny_gray,4,low,2048,0.8427734375,0.6218335379820962,0.7953412850189444
flowers102,swin_tiny_gray,4,mid,2053,0.7973697028738431,0.703574697247125,0.7899750230634117
flowers102,swin_tiny_gray,4,high,2048,0.69970703125,0.5282799619926876,0.7157118478710276
flowers102,resnet50_tv_sgd,0,overall,6149,0.9216132704504798,0.9196651218984816,0.9356151193934428
flowers102,resnet50_tv_sgd,0,low,2048,0.93115234375,0.7452189484699429,0.9239466461201068
flowers102,resnet50_tv_sgd,0,mid,2053,0.930832927423283,0.8623455688213801,0.9376915620579852
flowers102,resnet50_tv_sgd,0,high,2048,0.90283203125,0.6931255639719932,0.8937951562425728
flowers102,resnet50_tv_sgd,1,overall,6149,0.9198243616848268,0.9187842527107736,0.9390418221663972
flowers102,resnet50_tv_sgd,1,low,2048,0.92578125,0.7350079533356405,0.922686512848124
flowers102,resnet50_tv_sgd,1,mid,2053,0.9327812956648808,0.8646301311510423,0.9430734062631118
flowers102,resnet50_tv_sgd,1,high,2048,0.90087890625,0.6930734959350076,0.9028180322177374
flowers102,resnet50_tv_sgd,2,overall,6149,0.9173849406407546,0.9159200706438524,0.9333544086726524
flowers102,resnet50_tv_sgd,2,low,2048,0.9306640625,0.7424727435311628,0.9223987648145444
flowers102,resnet50_tv_sgd,2,mid,2053,0.9264490988796884,0.8584965381945673,0.934794895363046
flowers102,resnet50_tv_sgd,2,high,2048,0.89501953125,0.6904140855560733,0.8976549496100719
flowers102,resnet50_tv_sgd,3,overall,6149,0.9225890388681086,0.9219068479888392,0.9383537668149606
flowers102,resnet50_tv_sgd,3,low,2048,0.93603515625,0.7430443121272646,0.9248861570998425
flowers102,resnet50_tv_sgd,3,mid,2053,0.9327812956648808,0.8638409407681079,0.9399458958254662
flowers102,resnet50_tv_sgd,3,high,2048,0.89892578125,0.6869197328613357,0.8971245528440785
flowers102,resnet50_tv_sgd,4,overall,6149,0.9194991055456172,0.9192674506240088,0.9364336642985072
flowers102,resnet50_tv_sgd,4,low,2048,0.9326171875,0.7396193263747385,0.9261702042545596
flowers102,resnet50_tv_sgd,4,mid,2053,0.927423283000487,0.8548958319550021,0.9371508760998478
flowers102,resnet50_tv_sgd,4,high,2048,0.8984375,0.6889552300622357,0.8965606865497734
flowers102,resnet50_adamw_lr1e3,0,overall,6149,0.9063262319076272,0.9017786310602668,0.9233552067899278
flowers102,resnet50_adamw_lr1e3,0,low,2048,0.91845703125,0.7147075724996828,0.9001525337090094
flowers102,resnet50_adamw_lr1e3,0,mid,2053,0.9186556259132976,0.8401235426550809,0.9155382518811206
flowers102,resnet50_adamw_lr1e3,0,high,2048,0.8818359375,0.6799066285374937,0.8894371376709043
flowers102,resnet50_adamw_lr1e3,1,overall,6149,0.9051878354203936,0.9029176627893536,0.9229669923185294
flowers102,resnet50_adamw_lr1e3,1,low,2048,0.92626953125,0.7300706025660674,0.9082196350928584
flowers102,resnet50_adamw_lr1e3,1,mid,2053,0.9123234291281052,0.8297158891087516,0.8998935086293883
flowers102,resnet50_adamw_lr1e3,1,high,2048,0.876953125,0.6724862511319978,0.8783188687532468
flowers102,resnet50_adamw_lr1e3,2,overall,6149,0.9142950073182632,0.9106987458847968,0.9282065473021112
flowers102,resnet50_adamw_lr1e3,2,low,2048,0.9248046875,0.7234700690268847,0.9062789816049512
flowers102,resnet50_adamw_lr1e3,2,mid,2053,0.9269361909400876,0.8415168271990251,0.9169671633248594
flowers102,resnet50_adamw_lr1e3,2,high,2048,0.89111328125,0.6862612787009991,0.890808933592804
flowers102,resnet50_adamw_lr1e3,3,overall,6149,0.9129939827614246,0.9119595346195708,0.9286152124610472
flowers102,resnet50_adamw_lr1e3,3,low,2048,0.93603515625,0.7358953518933546,0.9204492036446118
flowers102,resnet50_adamw_lr1e3,3,mid,2053,0.9201169020944958,0.8618397152172024,0.9275409734252432
flowers102,resnet50_adamw_lr1e3,3,high,2048,0.8828125,0.6753963407854701,0.8739832931945672
flowers102,resnet50_adamw_lr1e3,4,overall,6149,0.8991705968450154,0.8974023820340706,0.918321954952768
flowers102,resnet50_adamw_lr1e3,4,low,2048,0.9150390625,0.7199047484272584,0.9079148152480088
flowers102,resnet50_adamw_lr1e3,4,mid,2053,0.9137847053093034,0.8360056268402312,0.908546974449098
flowers102,resnet50_adamw_lr1e3,4,high,2048,0.86865234375,0.6630374277959277,0.8692858617650022
flowers102,resnet50_sgd,0,overall,6149,0.7658155797690681,0.7596500434541573,0.7963281832689354
flowers102,resnet50_sgd,0,low,2048,0.7880859375,0.5708765603504343,0.7290022236291159
flowers102,resnet50_sgd,0,mid,2053,0.7876278616658549,0.6894424044490742,0.7775007821238135
flowers102,resnet50_sgd,0,high,2048,0.7216796875,0.5401977266684416,0.7414437392362078
flowers102,resnet50_sgd,1,overall,6149,0.7697186534395837,0.7607997703039814,0.7976826364018768
flowers102,resnet50_sgd,1,low,2048,0.78564453125,0.5683364875332858,0.7246014457254755
flowers102,resnet50_sgd,1,mid,2053,0.7803214807598636,0.6928645169918825,0.7858458291314282
flowers102,resnet50_sgd,1,high,2048,0.7431640625,0.5542227032821362,0.7596766932276101
flowers102,resnet50_sgd,2,overall,6149,0.7640266710034151,0.7614602360970727,0.7985041608635437
flowers102,resnet50_sgd,2,low,2048,0.79052734375,0.5876151465133618,0.7381200232668234
flowers102,resnet50_sgd,2,mid,2053,0.7798343886994642,0.6924398643547697,0.791218232115703
flowers102,resnet50_sgd,2,high,2048,0.7216796875,0.5234608653955648,0.7152098438254082
flowers102,resnet50_sgd,3,overall,6149,0.7721580744836559,0.7647189773543005,0.7974257357943895
flowers102,resnet50_sgd,3,low,2048,0.7802734375,0.5880486367096024,0.7476535352024826
flowers102,resnet50_sgd,3,mid,2053,0.7934729663906478,0.7002721975188442,0.7895910516116468
flowers102,resnet50_sgd,3,high,2048,0.74267578125,0.5458013787196793,0.7194779073880273
flowers102,resnet50_sgd,4,overall,6149,0.7583346885672467,0.7476281403474684,0.78642404621304
flowers102,resnet50_sgd,4,low,2048,0.78466796875,0.5607358899411535,0.7078103454925231
flowers102,resnet50_sgd,4,mid,2053,0.77496346809547,0.6819265156080947,0.7754982481765801
flowers102,resnet50_sgd,4,high,2048,0.71533203125,0.5154678099342874,0.7087192845542303
