dataset,model,seed,condition,kind,param,n,acc,macro_f1,uar
flowers102,vit_small_in1k,3,hue_+0.250,hue,0.25,6149,0.3621727110099203,0.3398270900944026,0.3667335253573067
flowers102,vit_small_in1k,3,hue_+0.500,hue,0.5,6149,0.4186046511627907,0.4111867631677234,0.4244463856244639
flowers102,vit_small_in1k,3,shuffle_021,shuffle,"(0, 2, 1)",6149,0.4371442510977394,0.4028615642520172,0.4230071524100937
flowers102,vit_small_in1k,3,shuffle_102,shuffle,"(1, 0, 2)",6149,0.4948772158074483,0.4859808211542105,0.5282221252134579
flowers102,vit_small_in1k,3,shuffle_120,shuffle,"(1, 2, 0)",6149,0.3306228655065864,0.3005829367382677,0.3213210004124922
flowers102,vit_small_in1k,3,shuffle_201,shuffle,"(2, 0, 1)",6149,0.3463977882582533,0.3178605016700073,0.3536491371577538
flowers102,vit_small_in1k,3,shuffle_210,shuffle,"(2, 1, 0)",6149,0.4795901772645958,0.4616717193810742,0.4825213848757971
flowers102,vit_small_in1k,3,quant_2,quant,2,6149,0.0712310944869084,0.049999819479,0.0834296434912974
flowers102,vit_small_in1k,3,quant_4,quant,4,6149,0.6492112538624166,0.649216980961542,0.6757251238676135
flowers102,vit_small_in1k,3,quant_8,quant,8,6149,0.8206212392258904,0.8181267363112678,0.8459117966118008
flowers102,vit_small_in1k,3,quant_16,quant,16,6149,0.8668076109936576,0.8633939142597604,0.8897197124939499
flowers102,vit_small_in1k,4,clean,clean,0,6149,0.8830704179541389,0.8790043713501566,0.8995886460851217
flowers102,vit_small_in1k,4,grayscale,grayscale,,6149,0.3413563181005041,0.29479225402596,0.3389177572884398
flowers102,vit_small_in1k,4,hue_-0.500,hue,-0.5,6149,0.4465766791348187,0.4342807997084217,0.449555806276401
flowers102,vit_small_in1k,4,hue_-0.250,hue,-0.25,6149,0.3249308830704179,0.3111221043798292,0.3336882235028323
flowers102,vit_small_in1k,4,hue_-0.083,hue,-0.083,6149,0.7378435517970402,0.7258998220333427,0.7527874178299808
flowers102,vit_small_in1k,4,hue_+0.083,hue,0.083,6149,0.7454870710684665,0.7465330431357032,0.7647876474436859
flowers102,vit_small_in1k,4,hue_+0.250,hue,0.25,6149,0.3706293706293706,0.3506129533669342,0.3744986296847999
flowers102,vit_small_in1k,4,hue_+0.500,hue,0.5,6149,0.4465766791348187,0.4342807997084217,0.449555806276401
flowers102,vit_small_in1k,4,shuffle_021,shuffle,"(0, 2, 1)",6149,0.4597495527728086,0.4308853338248828,0.4666620554598348
flowers102,vit_small_in1k,4,shuffle_102,shuffle,"(1, 0, 2)",6149,0.5516344120995283,0.541684949545834,0.5734248248049455
flowers102,vit_small_in1k,4,shuffle_120,shuffle,"(1, 2, 0)",6149,0.3242803707919987,0.3082127083224871,0.3323314049627666
flowers102,vit_small_in1k,4,shuffle_201,shuffle,"(2, 0, 1)",6149,0.3623353390795251,0.3403433941616675,0.3692313030734072
flowers102,vit_small_in1k,4,shuffle_210,shuffle,"(2, 1, 0)",6149,0.4605626931208326,0.4780414713784932,0.4918861198707185
flowers102,vit_small_in1k,4,quant_2,quant,2,6149,0.075947308505448,0.0409718577369044,0.0640608408503951
flowers102,vit_small_in1k,4,quant_4,quant,4,6149,0.6605952187347536,0.6636727161688983,0.6782033654706646
flowers102,vit_small_in1k,4,quant_8,quant,8,6149,0.8033826638477801,0.8034459285966997,0.8305544257547363
flowers102,vit_small_in1k,4,quant_16,quant,16,6149,0.8609530004878843,0.8582240344077415,0.8825281639468487
flowers102,swin_tiny,0,clean,clean,0,6149,0.9346235160188648,0.9354081930210048,0.9501701132075
flowers102,swin_tiny,0,grayscale,grayscale,,6149,0.6539274678809562,0.6293086692140711,0.6737744548716871
flowers102,swin_tiny,0,hue_-0.500,hue,-0.5,6149,0.6879167344283623,0.7041156411658708,0.7177795477295205
flowers102,swin_tiny,0,hue_-0.250,hue,-0.25,6149,0.5444787770369166,0.5513228551691702,0.5674429901843832
flowers102,swin_tiny,0,hue_-0.083,hue,-0.083,6149,0.8630671653927467,0.8513531434879361,0.8657753268283181
flowers102,swin_tiny,0,hue_+0.083,hue,0.083,6149,0.8666449829240527,0.8667293149098698,0.8876016304214072
flowers102,swin_tiny,0,hue_+0.250,hue,0.25,6149,0.6578305415514718,0.6359866051805847,0.6628402286988853
flowers102,swin_tiny,0,hue_+0.500,hue,0.5,6149,0.6879167344283623,0.7041156411658708,0.7177795477295205
flowers102,swin_tiny,0,shuffle_021,shuffle,"(0, 2, 1)",6149,0.677671166043259,0.6712332631217043,0.6965940835313492
flowers102,swin_tiny,0,shuffle_102,shuffle,"(1, 0, 2)",6149,0.8294031549845503,0.8097101417474126,0.8348939735480206
flowers102,swin_tiny,0,shuffle_120,shuffle,"(1, 2, 0)",6149,0.5306553911205074,0.5363525975535366,0.5493334680381018
flowers102,swin_tiny,0,shuffle_201,shuffle,"(2, 0, 1)",6149,0.6579931696210766,0.6370438421812025,0.6624662012503552
flowers102,swin_tiny,0,shuffle_210,shuffle,"(2, 1, 0)",6149,0.6631972678484307,0.6723826758006766,0.689400095277596
flowers102,swin_tiny,0,quant_2,quant,2,6149,0.7059684501544967,0.698441287614969,0.7166019249773118
flowers102,swin_tiny,0,quant_4,quant,4,6149,0.8271263620100829,0.8255700400114633,0.8447292493620358
flowers102,swin_tiny,0,quant_8,quant,8,6149,0.8850219547893966,0.8853257892137061,0.9019374826010608
flowers102,swin_tiny,0,quant_16,quant,16,6149,0.9123434704830052,0.9120222625303156,0.9280827426854188
flowers102,swin_tiny,1,clean,clean,0,6149,0.9398276142462187,0.9360458183629692,0.9491185692590386
flowers102,swin_tiny,1,grayscale,grayscale,,6149,0.6350626118067979,0.628724853692238,0.6554980088873753
flowers102,swin_tiny,1,hue_-0.500,hue,-0.5,6149,0.6869409660107334,0.6946396181634974,0.7129155398850787
flowers102,swin_tiny,1,hue_-0.250,hue,-0.25,6149,0.5443161489673117,0.5555835867452913,0.5842571328633169
flowers102,swin_tiny,1,hue_-0.083,hue,-0.083,6149,0.8643681899495853,0.8603829396979338,0.8758702902238326
flowers102,swin_tiny,1,hue_+0.083,hue,0.083,6149,0.866319726784843,0.8652437385976132,0.8870828664021543
flowers102,swin_tiny,1,hue_+0.250,hue,0.25,6149,0.6537648398113515,0.6296930697040259,0.6614603332432087
flowers102,swin_tiny,1,hue_+0.500,hue,0.5,6149,0.6869409660107334,0.6946396181634974,0.7129155398850787
flowers102,swin_tiny,1,shuffle_021,shuffle,"(0, 2, 1)",6149,0.6763701414864206,0.6642285315293054,0.6944355014756565
flowers102,swin_tiny,1,shuffle_102,shuffle,"(1, 0, 2)",6149,0.7941128638803058,0.7865200065387657,0.8168679879205941
flowers102,swin_tiny,1,shuffle_120,shuffle,"(1, 2, 0)",6149,0.5326069279557651,0.5390841056750266,0.5680512603055634
flowers102,swin_tiny,1,shuffle_201,shuffle,"(2, 0, 1)",6149,0.6688892502845991,0.6495607653613509,0.6791644734200314
flowers102,swin_tiny,1,shuffle_210,shuffle,"(2, 1, 0)",6149,0.6703529029110424,0.6837078210129152,0.6968759874898234
flowers102,swin_tiny,1,quant_2,quant,2,6149,0.6939339730037405,0.6923383254970392,0.7196456781869851
flowers102,swin_tiny,1,quant_4,quant,4,6149,0.8336314847942755,0.826049249384537,0.8507710717933784
flowers102,swin_tiny,1,quant_8,quant,8,6149,0.896080663522524,0.8934280793835787,0.9095619535175212
flowers102,swin_tiny,1,quant_16,quant,16,6149,0.9224264107985038,0.919146495258234,0.9341449390069392
flowers102,swin_tiny,2,clean,clean,0,6149,0.9399902423158236,0.9359139455547018,0.9498941950352732
flowers102,swin_tiny,2,grayscale,grayscale,,6149,0.6199382013335502,0.5818842670907327,0.6320526972950681
flowers102,swin_tiny,2,hue_-0.500,hue,-0.5,6149,0.7030411449016101,0.707570543338791,0.7133677082804178
flowers102,swin_tiny,2,hue_-0.250,hue,-0.25,6149,0.5635062611806798,0.5578751956546387,0.5754927456783757
flowers102,swin_tiny,2,hue_-0.083,hue,-0.083,6149,0.860302488209465,0.8467930741541277,0.8606467106336234
flowers102,swin_tiny,2,hue_+0.083,hue,0.083,6149,0.8570499268173687,0.8545679800989796,0.8750826041865092
flowers102,swin_tiny,2,hue_+0.250,hue,0.25,6149,0.6449829240526915,0.6261087400377703,0.6494496100636898
flowers102,swin_tiny,2,hue_+0.500,hue,0.5,6149,0.7030411449016101,0.707570543338791,0.7133677082804178
flowers102,swin_tiny,2,shuffle_021,shuffle,"(0, 2, 1)",6149,0.6966986501870223,0.6861089836753979,0.7089231440324343
flowers102,swin_tiny,2,shuffle_102,shuffle,"(1, 0, 2)",6149,0.7739469832493089,0.7682225212760493,0.7925719421946128
flowers102,swin_tiny,2,shuffle_120,shuffle,"(1, 2, 0)",6149,0.5744023418442024,0.5715603276514803,0.5888597045227192
flowers102,swin_tiny,2,shuffle_201,shuffle,"(2, 0, 1)",6149,0.6396161977557326,0.6158808830392182,0.6412539684157346
flowers102,swin_tiny,2,shuffle_210,shuffle,"(2, 1, 0)",6149,0.7010896080663522,0.6973342720314563,0.7182449344520352
flowers102,swin_tiny,2,quant_2,quant,2,6149,0.6737680923727435,0.6800053478570324,0.70441880264095
flowers102,swin_tiny,2,quant_4,quant,4,6149,0.8248495690356156,0.8160457432000324,0.8415824905379793
flowers102,swin_tiny,2,quant_8,quant,8,6149,0.8983574564969914,0.8942642723204083,0.9098833170602494
flowers102,swin_tiny,2,quant_16,quant,16,6149,0.9266547406082288,0.9223161397111936,0.9377583912075526
flowers102,swin_tiny,3,clean,clean,0,6149,0.9346235160188648,0.9345156895474972,0.9485034901306024
flowers102,swin_tiny,3,grayscale,grayscale,,6149,0.6799479590177264,0.6487755106950236,0.6967356126636505
flowers102,swin_tiny,3,hue_-0.500,hue,-0.5,6149,0.6835257765490323,0.6849801328993718,0.7073269480263945
flowers102,swin_tiny,3,hue_-0.250,hue,-0.25,6149,0.5880630996910067,0.5768547816407914,0.6099542425607228
flowers102,swin_tiny,3,hue_-0.083,hue,-0.083,6149,0.863717677671166,0.8491886583005821,0.865534964486984
flowers102,swin_tiny,3,hue_+0.083,hue,0.083,6149,0.8539599934948772,0.8538934784458502,0.8770547452842147
flowers102,swin_tiny,3,hue_+0.250,hue,0.25,6149,0.6482354854447878,0.6326607780469428,0.6547794143929891
flowers102,swin_tiny,3,hue_+0.500,hue,0.5,6149,0.6835257765490323,0.6849801328993718,0.7073269480263945
flowers102,swin_tiny,3,shuffle_021,shuffle,"(0, 2, 1)",6149,0.7030411449016101,0.6856513734867612,0.7155711650791347
flowers102,swin_tiny,3,shuffle_102,shuffle,"(1, 0, 2)",6149,0.7874451130265083,0.7817622932155114,0.8094696618262129
flowers102,swin_tiny,3,shuffle_120,shuffle,"(1, 2, 0)",6149,0.5800943242803708,0.5647900282622905,0.6063789066131458
flowers102,swin_tiny,3,shuffle_201,shuffle,"(2, 0, 1)",6149,0.6531143275329322,0.6385159016295804,0.6591819530655733
flowers102,swin_tiny,3,shuffle_210,shuffle,"(2, 1, 0)",6149,0.6966986501870223,0.700433133105006,0.7212196931390802
flowers102,swin_tiny,3,quant_2,quant,2,6149,0.6910066677508538,0.6894967523581603,0.718861442384374
flowers102,swin_tiny,3,quant_4,quant,4,6149,0.8354203935599285,0.8332879665146061,0.8606014495948606
flowers102,swin_tiny,3,quant_8,quant,8,6149,0.8915270775735892,0.8898710139029323,0.910927248649285
flowers102,swin_tiny,3,quant_16,quant,16,6149,0.9159212880143112,0.9170656555436264,0.9346835403591864
flowers102,swin_tiny,4,clean,clean,0,6149,0.9333224914620264,0.9323063536497826,0.9479988887166368
flowers102,swin_tiny,4,grayscale,grayscale,,6149,0.6714912993982761,0.6263815796196737,0.6673250753907783
flowers102,swin_tiny,4,hue_-0.500,hue,-0.5,6149,0.7119856887298748,0.7153369615964099,0.729915087743051
flowers102,swin_tiny,4,hue_-0.250,hue,-0.25,6149,0.5335826963733941,0.5286588965813581,0.5513357901770186
flowers102,swin_tiny,4,hue_-0.083,hue,-0.083,6149,0.8609530004878843,0.8561483284077962,0.8711448388345527
flowers102,swin_tiny,4,hue_+0.083,hue,0.083,6149,0.8591640917222313,0.8576587523308816,0.8824678461428463
flowers102,swin_tiny,4,hue_+0.250,hue,0.25,6149,0.6612457310131729,0.6254113541627593,0.6473085728213958
flowers102,swin_tiny,4,hue_+0.500,hue,0.5,6149,0.7119856887298748,0.7153369615964099,0.729915087743051
flowers102,swin_tiny,4,shuffle_021,shuffle,"(0, 2, 1)",6149,0.634899983737193,0.6175838695938547,0.6418115231385468
flowers102,swin_tiny,4,shuffle_102,shuffle,"(1, 0, 2)",6149,0.8194828427386567,0.8091900541969123,0.8363064553712236
flowers102,swin_tiny,4,shuffle_120,shuffle,"(1, 2, 0)",6149,0.5342332086518133,0.5261882025945911,0.5450770456411289
flowers102,swin_tiny,4,shuffle_201,shuffle,"(2, 0, 1)",6149,0.6804358432265409,0.6491743893503179,0.6670885237454135
flowers102,swin_tiny,4,shuffle_210,shuffle,"(2, 1, 0)",6149,0.722231257114978,0.7215859824179285,0.7309093289599935
flowers102,swin_tiny,4,quant_2,quant,2,6149,0.6815742397137746,0.6770470248157112,0.6941668192817994
flowers102,swin_tiny,4,quant_4,quant,4,6149,0.8173686778337941,0.8144436566547714,0.8361436518816965
flowers102,swin_tiny,4,quant_8,quant,8,6149,0.8864856074158399,0.8850152737312067,0.9011307672649838
flowers102,swin_tiny,4,quant_16,quant,16,6149,0.9168970564319402,0.9160879066588246,0.929679051114584
flowers102,convnext_tiny,0,clean,clean,0,6149,0.9907302000325257,0.9908084498571996,0.9925853652870767
flowers102,convnext_tiny,0,grayscale,grayscale,,6149,0.7586599447064564,0.7320113902069467,0.7621445561344118
flowers102,convnext_tiny,0,hue_-0.500,hue,-0.5,6149,0.8485932671979184,0.8332063382260365,0.8500205264255826
flowers102,convnext_tiny,0,hue_-0.250,hue,-0.25,6149,0.7780126849894292,0.7545530352913691,0.7792959960756513
flowers102,convnext_tiny,0,hue_-0.083,hue,-0.083,6149,0.966010733452594,0.9588803928076,0.964114332359821
flowers102,convnext_tiny,0,hue_+0.083,hue,0.083,6149,0.9603187510164254,0.95692002737993,0.9629833145651346
flowers102,convnext_tiny,0,hue_+0.250,hue,0.25,6149,0.8534721092860628,0.8368579753584544,0.8490192625455638
flowers102,convnext_tiny,0,hue_+0.500,hue,0.5,6149,0.8485932671979184,0.8332063382260365,0.8500205264255826
flowers102,convnext_tiny,0,shuffle_021,shuffle,"(0, 2, 1)",6149,0.8497316636851521,0.8350175033018864,0.8449916227351486
flowers102,convnext_tiny,0,shuffle_102,shuffle,"(1, 0, 2)",6149,0.9157586599447064,0.8966623899664021,0.9111143280782534
flowers102,convnext_tiny,0,shuffle_120,shuffle,"(1, 2, 0)",6149,0.7692307692307693,0.7442193997786088,0.7723354445914393
flowers102,convnext_tiny,0,shuffle_201,shuffle,"(2, 0, 1)",6149,0.8251748251748252,0.8029001833370001,0.8204416017439413
flowers102,convnext_tiny,0,shuffle_210,shuffle,"(2, 1, 0)",6149,0.8508700601723858,0.8392644551890724,0.8641914509090217
flowers102,convnext_tiny,0,quant_2,quant,2,6149,0.7459749552772809,0.7392950290224459,0.7695491783900011
flowers102,convnext_tiny,0,quant_4,quant,4,6149,0.951048951048951,0.9501292224841564,0.9616582475596668
flowers102,convnext_tiny,0,quant_8,quant,8,6149,0.9817856562042608,0.9804940215499414,0.9853787633270206
flowers102,convnext_tiny,0,quant_16,quant,16,6149,0.987640266710034,0.986925396267994,0.9900797476880728
flowers102,convnext_tiny,1,clean,clean,0,6149,0.9879655228492438,0.9855423850900747,0.9883068925794742
flowers102,convnext_tiny,1,grayscale,grayscale,,6149,0.8383476988128151,0.8127827212860868,0.8276582462584244
flowers102,convnext_tiny,1,hue_-0.500,hue,-0.5,6149,0.8549357619125061,0.8342816830558992,0.8593240520214752
flowers102,convnext_tiny,1,hue_-0.250,hue,-0.25,6149,0.7850056919824362,0.7546276107611221,0.7867692171156605
flowers102,convnext_tiny,1,hue_-0.083,hue,-0.083,6149,0.9658481053829892,0.9566814163343318,0.9621867424140896
flowers102,convnext_tiny,1,hue_+0.083,hue,0.083,6149,0.9560904212067004,0.9504656285881606,0.9567007968888538
flowers102,convnext_tiny,1,hue_+0.250,hue,0.25,6149,0.8311920637502033,0.8124093291515325,0.8245482764447167
flowers102,convnext_tiny,1,hue_+0.500,hue,0.5,6149,0.8549357619125061,0.8342816830558992,0.8593240520214752
flowers102,convnext_tiny,1,shuffle_021,shuffle,"(0, 2, 1)",6149,0.8687591478289153,0.844680461246018,0.8564620722328359
flowers102,convnext_tiny,1,shuffle_102,shuffle,"(1, 0, 2)",6149,0.8912018214343795,0.8757824711483005,0.8893029629750138
flowers102,convnext_tiny,1,shuffle_120,shuffle,"(1, 2, 0)",6149,0.7796389656854773,0.7554954597812473,0.787409858424296
flowers102,convnext_tiny,1,shuffle_201,shuffle,"(2, 0, 1)",6149,0.8107009269799967,0.7918449292680317,0.8069300345046713
flowers102,convnext_tiny,1,shuffle_210,shuffle,"(2, 1, 0)",6149,0.8697349162465442,0.8517150521631414,0.8722234814886928
flowers102,convnext_tiny,1,quant_2,quant,2,6149,0.7113351764514555,0.7115526229244631,0.7475063973028683
flowers102,convnext_tiny,1,quant_4,quant,4,6149,0.9430801756383153,0.9382774414705094,0.949957286378375
flowers102,convnext_tiny,1,quant_8,quant,8,6149,0.9804846316474224,0.9764718763740856,0.9821031670272354
flowers102,convnext_tiny,1,quant_16,quant,16,6149,0.9843877053179378,0.98183797747191,0.9856657584351916
flowers102,convnext_tiny,2,clean,clean,0,6149,0.9905675719629208,0.9892232375347824,0.9914719381653998
flowers102,convnext_tiny,2,grayscale,grayscale,,6149,0.8687591478289153,0.8538192028066712,0.8696322053172133
flowers102,convnext_tiny,2,hue_-0.500,hue,-0.5,6149,0.8884371442510978,0.8668729983147685,0.8882835117840806
flowers102,convnext_tiny,2,hue_-0.250,hue,-0.25,6149,0.8058220848918524,0.7727433882134284,0.8010376201185975
flowers102,convnext_tiny,2,hue_-0.083,hue,-0.083,6149,0.9634086843389168,0.9536675218278892,0.9613517126880408
flowers102,convnext_tiny,2,hue_+0.083,hue,0.083,6149,0.9619450317124736,0.9578979226499866,0.9639929257531228
flowers102,convnext_tiny,2,hue_+0.250,hue,0.25,6149,0.8430639128313547,0.8143269247062376,0.8363299716710302
flowers102,convnext_tiny,2,hue_+0.500,hue,0.5,6149,0.8884371442510978,0.8668729983147685,0.8882835117840806
flowers102,convnext_tiny,2,shuffle_021,shuffle,"(0, 2, 1)",6149,0.8606277443486746,0.832140769005736,0.8545119862546298
flowers102,convnext_tiny,2,shuffle_102,shuffle,"(1, 0, 2)",6149,0.9090909090909092,0.8925500140019476,0.911967954843778
flowers102,convnext_tiny,2,shuffle_120,shuffle,"(1, 2, 0)",6149,0.8007806147341031,0.7637418734973067,0.7945771761036476
flowers102,convnext_tiny,2,shuffle_201,shuffle,"(2, 0, 1)",6149,0.8367214181167669,0.8082623461688416,0.8313674753548465
flowers102,convnext_tiny,2,shuffle_210,shuffle,"(2, 1, 0)",6149,0.9050252073507888,0.8772024961690169,0.8983313204132012
flowers102,convnext_tiny,2,quant_2,quant,2,6149,0.7560578955927794,0.7533327027535034,0.7843765039252745
flowers102,convnext_tiny,2,quant_4,quant,4,6149,0.9552772808586762,0.9466791970072546,0.958828920832418
flowers102,convnext_tiny,2,quant_8,quant,8,6149,0.9830866807610994,0.980401174497734,0.9847990135376808
flowers102,convnext_tiny,2,quant_16,quant,16,6149,0.9882907789884534,0.9866655623527478,0.9897859664509464
flowers102,convnext_tiny,3,clean,clean,0,6149,0.9905675719629208,0.989764465250621,0.9918429788440758
flowers102,convnext_tiny,3,grayscale,grayscale,,6149,0.8310294356805985,0.8076225912617432,0.8243646383774457
flowers102,convnext_tiny,3,hue_-0.500,hue,-0.5,6149,0.8591640917222313,0.8329337284119299,0.8537334831412879
flowers102,convnext_tiny,3,hue_-0.250,hue,-0.25,6149,0.7689055130915596,0.7409672480180924,0.7653490639880064
flowers102,convnext_tiny,3,hue_-0.083,hue,-0.083,6149,0.9663359895918036,0.9608291735497824,0.9651368757847698
flowers102,convnext_tiny,3,hue_+0.083,hue,0.083,6149,0.9621076597820784,0.9580617402610488,0.9627369566506052
flowers102,convnext_tiny,3,hue_+0.250,hue,0.25,6149,0.8276142462188973,0.8110701830610001,0.8303473829318037
flowers102,convnext_tiny,3,hue_+0.500,hue,0.5,6149,0.8591640917222313,0.8329337284119299,0.8537334831412879
flowers102,convnext_tiny,3,shuffle_021,shuffle,"(0, 2, 1)",6149,0.8625792811839323,0.8444810411190229,0.8533016895144709
flowers102,convnext_tiny,3,shuffle_102,shuffle,"(1, 0, 2)",6149,0.88209464953651,0.8655319814867317,0.8905908019051643
flowers102,convnext_tiny,3,shuffle_120,shuffle,"(1, 2, 0)",6149,0.7928118393234672,0.764405864835899,0.7900321562164075
flowers102,convnext_tiny,3,shuffle_201,shuffle,"(2, 0, 1)",6149,0.7835420393559929,0.7646136733773963,0.7899623355370896
flowers102,convnext_tiny,3,shuffle_210,shuffle,"(2, 1, 0)",6149,0.8791673442836233,0.8557738494105146,0.8751615568221428
flowers102,convnext_tiny,3,quant_2,quant,2,6149,0.7360546430313872,0.7412566536228864,0.7602416850672744
flowers102,convnext_tiny,3,quant_4,quant,4,6149,0.95641567734591,0.9531372095847378,0.9624021077978772
flowers102,convnext_tiny,3,quant_8,quant,8,6149,0.98243616848268,0.9798271365575464,0.9836808355396344
flowers102,convnext_tiny,3,quant_16,quant,16,6149,0.9873150105708244,0.9859573311066754,0.9894586535717208
flowers102,convnext_tiny,4,clean,clean,0,6149,0.9892665474060824,0.9875134182438792,0.9903815679047242
flowers102,convnext_tiny,4,grayscale,grayscale,,6149,0.8401366075784681,0.8188589920371646,0.842854626754241
flowers102,convnext_tiny,4,hue_-0.500,hue,-0.5,6149,0.8448528215970077,0.8313546687352332,0.8525755788897357
flowers102,convnext_tiny,4,hue_-0.250,hue,-0.25,6149,0.7360546430313872,0.7171246436703159,0.7484536277487237
flowers102,convnext_tiny,4,hue_-0.083,hue,-0.083,6149,0.9596682387380062,0.9545086817199192,0.9603491182765842
flowers102,convnext_tiny,4,hue_+0.083,hue,0.083,6149,0.9596682387380062,0.9576490156744888,0.9627564781110248
flowers102,convnext_tiny,4,hue_+0.250,hue,0.25,6149,0.8180191901122134,0.799568471976083,0.8182937669584405
flowers102,convnext_tiny,4,hue_+0.500,hue,0.5,6149,0.8448528215970077,0.8313546687352332,0.8525755788897357
flowers102,convnext_tiny,4,shuffle_021,shuffle,"(0, 2, 1)",6149,0.8256627093836396,0.8045343285300689,0.8246934006739525
flowers102,convnext_tiny,4,shuffle_102,shuffle,"(1, 0, 2)",6149,0.8894129126687266,0.879563541219301,0.9054877772501474
flowers102,convnext_tiny,4,shuffle_120,shuffle,"(1, 2, 0)",6149,0.7513416815742398,0.7407110519090264,0.7703502391441237
flowers102,convnext_tiny,4,shuffle_201,shuffle,"(2, 0, 1)",6149,0.7804521060335013,0.7705165912643063,0.7952184997380102
flowers102,convnext_tiny,4,shuffle_210,shuffle,"(2, 1, 0)",6149,0.8588388355830217,0.8493681619998957,0.8680052932738365
flowers102,convnext_tiny,4,quant_2,quant,2,6149,0.7217433729061636,0.7228990838324127,0.752853002054446
flowers102,convnext_tiny,4,quant_4,quant,4,6149,0.946820621239226,0.9429662485304586,0.9550632777730708
flowers102,convnext_tiny,4,quant_8,quant,8,6149,0.9793462351601886,0.9769620821399072,0.9818539517349982
flowers102,convnext_tiny,4,quant_16,quant,16,6149,0.9865018702228004,0.985057293985786,0.9886357039663474
flowers102,vit_small,0,clean,clean,0,6149,0.9702390632623192,0.9681939581190206,0.971674269099542
flowers102,vit_small,0,grayscale,grayscale,,6149,0.7604488534721093,0.7193984722937014,0.7373293057103709
flowers102,vit_small,0,hue_-0.500,hue,-0.5,6149,0.6944218572125549,0.6701596760887081,0.6998326578268094
flowers102,vit_small,0,hue_-0.250,hue,-0.25,6149,0.572938689217759,0.5546047203426114,0.5764243102422536
flowers102,vit_small,0,hue_-0.083,hue,-0.083,6149,0.9125060985526102,0.9059175407690788,0.9175147511485404
flowers102,vit_small,0,hue_+0.083,hue,0.083,6149,0.9133192389006344,0.9069299482238736,0.9147659646724556
flowers102,vit_small,0,hue_+0.250,hue,0.25,6149,0.6409172223125712,0.619006973853226,0.6374342800016327
flowers102,vit_small,0,hue_+0.500,hue,0.5,6149,0.6944218572125549,0.6701596760887081,0.6998326578268094
flowers102,vit_small,0,shuffle_021,shuffle,"(0, 2, 1)",6149,0.7136119694259229,0.6879360081952218,0.7047697424285733
flowers102,vit_small,0,shuffle_102,shuffle,"(1, 0, 2)",6149,0.7890713937225565,0.7846984756079011,0.8059031507896285
flowers102,vit_small,0,shuffle_120,shuffle,"(1, 2, 0)",6149,0.5548869734916246,0.5347108723750965,0.5595966209505159
flowers102,vit_small,0,shuffle_201,shuffle,"(2, 0, 1)",6149,0.6212392258903887,0.5990268480648995,0.6212262432647189
flowers102,vit_small,0,shuffle_210,shuffle,"(2, 1, 0)",6149,0.6884046186371767,0.6733654525581071,0.6947308656867122
flowers102,vit_small,0,quant_2,quant,2,6149,0.0559440559440559,0.0219552168028006,0.0513516190995641
flowers102,vit_small,0,quant_4,quant,4,6149,0.7521548219222638,0.7463438583613945,0.766526131775995
flowers102,vit_small,0,quant_8,quant,8,6149,0.9414538949422672,0.9385320857740692,0.9457726584516504
flowers102,vit_small,0,quant_16,quant,16,6149,0.9671491299398276,0.9640112608560482,0.968919280077149
flowers102,vit_small,1,clean,clean,0,6149,0.9582045861115628,0.9540976646114516,0.966759884184364
flowers102,vit_small,1,grayscale,grayscale,,6149,0.7012522361359571,0.6628158611200312,0.6849143110773213
flowers102,vit_small,1,hue_-0.500,hue,-0.5,6149,0.5892014961782404,0.5846963687594684,0.6038016727862249
flowers102,vit_small,1,hue_-0.250,hue,-0.25,6149,0.511790535046349,0.4920912005929119,0.5109417125598462
flowers102,vit_small,1,hue_-0.083,hue,-0.083,6149,0.87331273377785,0.8707518073227649,0.8904188583038507
flowers102,vit_small,1,hue_+0.083,hue,0.083,6149,0.8720117092210116,0.8712750250495577,0.8898817510421735
flowers102,vit_small,1,hue_+0.250,hue,0.25,6149,0.5517970401691332,0.5345660409307115,0.5569399479572951
flowers102,vit_small,1,hue_+0.500,hue,0.5,6149,0.5892014961782404,0.5846963687594684,0.6038016727862249
flowers102,vit_small,1,shuffle_021,shuffle,"(0, 2, 1)",6149,0.644495039843877,0.6155772770698387,0.6384927433074833
flowers102,vit_small,1,shuffle_102,shuffle,"(1, 0, 2)",6149,0.6888925028459912,0.6871238178214238,0.7153918387374222
flowers102,vit_small,1,shuffle_120,shuffle,"(1, 2, 0)",6149,0.4961782403642868,0.4670105538401605,0.4942451326838556
flowers102,vit_small,1,shuffle_201,shuffle,"(2, 0, 1)",6149,0.535371605139047,0.5140986268362018,0.5387668203460434
flowers102,vit_small,1,shuffle_210,shuffle,"(2, 1, 0)",6149,0.6345747275979834,0.6260904157559469,0.6469361217105962
flowers102,vit_small,1,quant_2,quant,2,6149,0.0657017401203447,0.0360362563062122,0.0674742582060829
flowers102,vit_small,1,quant_4,quant,4,6149,0.8066352252398764,0.8095612927042457,0.8271313238834181
flowers102,vit_small,1,quant_8,quant,8,6149,0.9305578142787444,0.929644421515728,0.9458394706642717
flowers102,vit_small,1,quant_16,quant,16,6149,0.9505610668401366,0.9475211545041872,0.9609786819508818
flowers102,vit_small,2,clean,clean,0,6149,0.9738168807936248,0.9742287826724928,0.978442542055336
