dataset,id,backbone,arm,seed,y_true,clean,gray,n_img,CR
flowers102,S1,ResNet-50,resnet50,2,32,0.8846153846153846,0.8846153846153846,26,0.0
flowers102,S1,ResNet-50,resnet50,2,33,1.0,0.6,20,0.4
flowers102,S1,ResNet-50,resnet50,2,34,0.782608695652174,0.8260869565217391,23,-0.04347826086956519
flowers102,S1,ResNet-50,resnet50,2,35,0.8181818181818182,0.8909090909090909,55,-0.07272727272727264
flowers102,S1,ResNet-50,resnet50,2,36,0.9772727272727273,0.8863636363636364,88,0.09090909090909094
flowers102,S1,ResNet-50,resnet50,2,37,0.9444444444444444,0.7777777777777778,36,0.16666666666666663
flowers102,S1,ResNet-50,resnet50,2,38,0.6666666666666666,0.3333333333333333,21,0.3333333333333333
flowers102,S1,ResNet-50,resnet50,2,39,0.6808510638297872,0.2553191489361702,47,0.425531914893617
flowers102,S1,ResNet-50,resnet50,2,40,0.9252336448598131,0.37383177570093457,107,0.5514018691588785
flowers102,S1,ResNet-50,resnet50,2,41,0.9230769230769231,0.38461538461538464,39,0.5384615384615385
flowers102,S1,ResNet-50,resnet50,2,42,0.5363636363636364,0.18181818181818182,110,0.35454545454545455
flowers102,S1,ResNet-50,resnet50,2,43,0.9726027397260274,0.547945205479452,73,0.4246575342465754
flowers102,S1,ResNet-50,resnet50,2,44,0.95,0.85,20,0.09999999999999998
flowers102,S1,ResNet-50,resnet50,2,45,0.8693181818181818,0.0,176,0.8693181818181818
flowers102,S1,ResNet-50,resnet50,2,46,1.0,0.0425531914893617,47,0.9574468085106383
flowers102,S1,ResNet-50,resnet50,2,47,0.9803921568627451,0.058823529411764705,51,0.9215686274509803
flowers102,S1,ResNet-50,resnet50,2,48,1.0,0.9655172413793104,29,0.03448275862068961
flowers102,S1,ResNet-50,resnet50,2,49,0.9583333333333334,0.3888888888888889,72,0.5694444444444444
flowers102,S1,ResNet-50,resnet50,2,50,0.5294117647058824,0.3907563025210084,238,0.13865546218487396
flowers102,S1,ResNet-50,resnet50,2,51,0.9846153846153847,0.9076923076923077,65,0.07692307692307698
flowers102,S1,ResNet-50,resnet50,2,52,0.5616438356164384,0.0547945205479452,73,0.5068493150684932
flowers102,S1,ResNet-50,resnet50,2,53,0.975609756097561,0.7804878048780488,41,0.19512195121951215
flowers102,S1,ResNet-50,resnet50,2,54,0.9411764705882353,0.47058823529411764,51,0.47058823529411764
flowers102,S1,ResNet-50,resnet50,2,55,0.9887640449438202,0.11235955056179775,89,0.8764044943820224
flowers102,S1,ResNet-50,resnet50,2,56,0.9361702127659575,0.9574468085106383,47,-0.021276595744680882
flowers102,S1,ResNet-50,resnet50,2,57,0.9787234042553191,0.0,94,0.9787234042553191
flowers102,S1,ResNet-50,resnet50,2,58,1.0,0.0,47,1.0
flowers102,S1,ResNet-50,resnet50,2,59,0.9887640449438202,0.449438202247191,89,0.5393258426966292
flowers102,S1,ResNet-50,resnet50,2,60,0.9333333333333333,0.2,30,0.7333333333333334
flowers102,S1,ResNet-50,resnet50,2,61,0.7714285714285715,0.22857142857142856,35,0.5428571428571429
flowers102,S1,ResNet-50,resnet50,2,62,0.9705882352941176,0.0,34,0.9705882352941176
flowers102,S1,ResNet-50,resnet50,2,63,1.0,1.0,32,0.0
flowers102,S1,ResNet-50,resnet50,2,64,0.8292682926829268,0.13414634146341464,82,0.6951219512195121
flowers102,S1,ResNet-50,resnet50,2,65,1.0,0.9512195121951219,41,0.04878048780487809
flowers102,S1,ResNet-50,resnet50,2,66,0.5909090909090909,0.5909090909090909,22,0.0
flowers102,S1,ResNet-50,resnet50,2,67,0.8529411764705882,0.8823529411764706,34,-0.02941176470588236
flowers102,S1,ResNet-50,resnet50,2,68,1.0,0.7352941176470589,34,0.2647058823529411
flowers102,S1,ResNet-50,resnet50,2,69,0.9761904761904762,0.47619047619047616,42,0.5
flowers102,S1,ResNet-50,resnet50,2,70,1.0,0.20689655172413793,58,0.7931034482758621
flowers102,S1,ResNet-50,resnet50,2,71,0.8289473684210527,0.18421052631578946,76,0.6447368421052632
flowers102,S1,ResNet-50,resnet50,2,72,0.9252873563218391,0.6551724137931034,174,0.2701149425287357
flowers102,S1,ResNet-50,resnet50,2,73,0.5827814569536424,0.052980132450331126,151,0.5298013245033112
