dataset,id,backbone,arm,seed,y_true,clean,gray,n_img,CR
cub200,S1,ResNet-50,resnet50,3,54,0.9,0.0,30,0.9
cub200,S1,ResNet-50,resnet50,3,55,0.9,0.13333333333333333,30,0.7666666666666667
cub200,S1,ResNet-50,resnet50,3,56,0.9666666666666667,0.5666666666666667,30,0.4
cub200,S1,ResNet-50,resnet50,3,57,0.75,0.5,28,0.25
cub200,S1,ResNet-50,resnet50,3,58,0.3333333333333333,0.1,30,0.2333333333333333
cub200,S1,ResNet-50,resnet50,3,59,0.3793103448275862,0.5517241379310345,29,-0.1724137931034483
cub200,S1,ResNet-50,resnet50,3,60,0.9666666666666667,0.4666666666666667,30,0.5
cub200,S1,ResNet-50,resnet50,3,61,0.5,0.3,30,0.2
cub200,S1,ResNet-50,resnet50,3,62,0.7666666666666667,0.6666666666666666,30,0.10000000000000009
cub200,S1,ResNet-50,resnet50,3,63,0.4,0.3,30,0.10000000000000003
cub200,S1,ResNet-50,resnet50,3,64,0.6,0.45,20,0.14999999999999997
cub200,S1,ResNet-50,resnet50,3,65,0.6,0.6666666666666666,30,-0.06666666666666665
cub200,S1,ResNet-50,resnet50,3,66,0.7,0.6,30,0.09999999999999998
cub200,S1,ResNet-50,resnet50,3,67,0.8333333333333334,0.5666666666666667,30,0.2666666666666667
cub200,S1,ResNet-50,resnet50,3,68,0.8,0.3333333333333333,30,0.46666666666666673
cub200,S1,ResNet-50,resnet50,3,69,0.9666666666666667,0.0,30,0.9666666666666667
cub200,S1,ResNet-50,resnet50,3,70,0.4,0.36666666666666664,30,0.03333333333333338
cub200,S1,ResNet-50,resnet50,3,71,0.5666666666666667,0.36666666666666664,30,0.2
cub200,S1,ResNet-50,resnet50,3,72,0.9,0.43333333333333335,30,0.4666666666666667
cub200,S1,ResNet-50,resnet50,3,73,1.0,0.03333333333333333,30,0.9666666666666667
cub200,S1,ResNet-50,resnet50,3,74,0.9259259259259259,0.4074074074074074,27,0.5185185185185186
cub200,S1,ResNet-50,resnet50,3,75,0.9,0.6333333333333333,30,0.2666666666666667
cub200,S1,ResNet-50,resnet50,3,76,1.0,0.0,30,1.0
cub200,S1,ResNet-50,resnet50,3,77,0.8275862068965517,0.41379310344827586,29,0.41379310344827586
cub200,S1,ResNet-50,resnet50,3,78,0.8,0.43333333333333335,30,0.3666666666666667
cub200,S1,ResNet-50,resnet50,3,79,0.8,0.7333333333333333,30,0.06666666666666676
cub200,S1,ResNet-50,resnet50,3,80,0.9,0.8,30,0.09999999999999998
cub200,S1,ResNet-50,resnet50,3,81,0.8,0.5333333333333333,30,0.2666666666666667
cub200,S1,ResNet-50,resnet50,3,82,0.9666666666666667,0.23333333333333334,30,0.7333333333333334
cub200,S1,ResNet-50,resnet50,3,83,0.8695652173913043,0.6956521739130435,23,0.17391304347826086
cub200,S1,ResNet-50,resnet50,3,84,0.9666666666666667,0.8,30,0.16666666666666663
cub200,S1,ResNet-50,resnet50,3,85,0.8666666666666667,1.0,30,-0.1333333333333333
cub200,S1,ResNet-50,resnet50,3,86,0.8333333333333334,0.03333333333333333,30,0.8
cub200,S1,ResNet-50,resnet50,3,87,0.9,0.03333333333333333,30,0.8666666666666667
cub200,S1,ResNet-50,resnet50,3,88,0.8,0.7333333333333333,30,0.06666666666666676
cub200,S1,ResNet-50,resnet50,3,89,0.9333333333333333,0.5666666666666667,30,0.3666666666666667
cub200,S1,ResNet-50,resnet50,3,90,0.5666666666666667,0.5666666666666667,30,0.0
cub200,S1,ResNet-50,resnet50,3,91,0.8666666666666667,0.6,30,0.2666666666666667
cub200,S1,ResNet-50,resnet50,3,92,1.0,0.7666666666666667,30,0.23333333333333328
cub200,S1,ResNet-50,resnet50,3,93,0.9666666666666667,0.6,30,0.3666666666666667
cub200,S1,ResNet-50,resnet50,3,94,0.8,0.0,30,0.8
cub200,S1,ResNet-50,resnet50,3,95,0.7333333333333333,0.0,30,0.7333333333333333
cub200,S1,ResNet-50,resnet50,3,96,0.7241379310344828,0.0,29,0.7241379310344828
cub200,S1,ResNet-50,resnet50,3,97,0.8666666666666667,0.03333333333333333,30,0.8333333333333334
cub200,S1,ResNet-50,resnet50,3,98,0.8,0.6666666666666666,30,0.13333333333333341
cub200,S1,ResNet-50,resnet50,3,99,0.9666666666666667,0.8333333333333334,30,0.1333333333333333
cub200,S1,ResNet-50,resnet50,3,100,0.95,0.95,20,0.0
cub200,S1,ResNet-50,resnet50,3,101,0.26666666666666666,0.3333333333333333,30,-0.06666666666666665
cub200,S1,ResNet-50,resnet50,3,102,0.5666666666666667,0.3333333333333333,30,0.23333333333333334
cub200,S1,ResNet-50,resnet50,3,103,0.6666666666666666,0.4,30,0.2666666666666666
cub200,S1,ResNet-50,resnet50,3,104,0.8421052631578947,1.0,19,-0.1578947368421053
cub200,S1,ResNet-50,resnet50,3,105,0.9666666666666667,0.8666666666666667,30,0.09999999999999998
cub200,S1,ResNet-50,resnet50,3,106,0.43333333333333335,0.23333333333333334,30,0.2
cub200,S1,ResNet-50,resnet50,3,107,0.7666666666666667,0.7333333333333333,30,0.03333333333333344
cub200,S1,ResNet-50,resnet50,3,108,0.9,0.0,30,0.9
cub200,S1,ResNet-50,resnet50,3,109,0.9333333333333333,0.8666666666666667,30,0.06666666666666665
cub200,S1,ResNet-50,resnet50,3,110,0.5,0.06666666666666667,30,0.43333333333333335
cub200,S1,ResNet-50,resnet50,3,111,0.6333333333333333,0.8666666666666667,30,-0.2333333333333334
cub200,S1,ResNet-50,resnet50,3,112,0.9,0.65,20,0.25
cub200,S1,ResNet-50,resnet50,3,113,0.9666666666666667,0.23333333333333334,30,0.7333333333333334
cub200,S1,ResNet-50,resnet50,3,114,0.6896551724137931,0.13793103448275862,29,0.5517241379310345
cub200,S1,ResNet-50,resnet50,3,115,0.7666666666666667,0.03333333333333333,30,0.7333333333333334
cub200,S1,ResNet-50,resnet50,3,116,0.6206896551724138,0.5517241379310345,29,0.06896551724137934
cub200,S1,ResNet-50,resnet50,3,117,0.5333333333333333,0.06666666666666667,30,0.4666666666666667
cub200,S1,ResNet-50,resnet50,3,118,0.7241379310344828,0.4482758620689655,29,0.27586206896551724
cub200,S1,ResNet-50,resnet50,3,119,0.7666666666666667,0.5,30,0.2666666666666667
cub200,S1,ResNet-50,resnet50,3,120,0.7,0.6666666666666666,30,0.033333333333333326
cub200,S1,ResNet-50,resnet50,3,121,0.9333333333333333,0.6333333333333333,30,0.30000000000000004
cub200,S1,ResNet-50,resnet50,3,122,0.8,0.4666666666666667,30,0.33333333333333337
cub200,S1,ResNet-50,resnet50,3,123,0.8620689655172413,0.41379310344827586,29,0.44827586206896547
cub200,S1,ResNet-50,resnet50,3,124,0.7931034482758621,0.4827586206896552,29,0.3103448275862069
cub200,S1,ResNet-50,resnet50,3,125,0.7,0.16666666666666666,30,0.5333333333333333
cub200,S1,ResNet-50,resnet50,3,126,0.7,0.26666666666666666,30,0.4333333333333333
cub200,S1,ResNet-50,resnet50,3,127,0.8,0.36666666666666664,30,0.4333333333333334
cub200,S1,ResNet-50,resnet50,3,128,0.7333333333333333,0.6333333333333333,30,0.09999999999999998
cub200,S1,ResNet-50,resnet50,3,129,0.6333333333333333,0.06666666666666667,30,0.5666666666666667
cub200,S1,ResNet-50,resnet50,3,130,0.8,0.7333333333333333,30,0.06666666666666676
cub200,S1,ResNet-50,resnet50,3,131,0.8,0.5666666666666667,30,0.2333333333333334
cub200,S1,ResNet-50,resnet50,3,132,0.9333333333333333,0.2,30,0.7333333333333334
cub200,S1,ResNet-50,resnet50,3,133,0.9666666666666667,0.0,30,0.9666666666666667
cub200,S1,ResNet-50,resnet50,3,134,0.6666666666666666,0.3,30,0.36666666666666664
cub200,S1,ResNet-50,resnet50,3,135,0.7,0.0,30,0.7
cub200,S1,ResNet-50,resnet50,3,136,0.6666666666666666,0.13333333333333333,30,0.5333333333333333
cub200,S1,ResNet-50,resnet50,3,137,0.8,0.3333333333333333,30,0.46666666666666673
cub200,S1,ResNet-50,resnet50,3,138,0.9,0.0,30,0.9
cub200,S1,ResNet-50,resnet50,3,139,0.9333333333333333,0.0,30,0.9333333333333333
cub200,S1,ResNet-50,resnet50,3,140,0.6206896551724138,0.3793103448275862,29,0.24137931034482762
cub200,S1,ResNet-50,resnet50,3,141,0.43333333333333335,0.1,30,0.33333333333333337
cub200,S1,ResNet-50,resnet50,3,142,0.5,0.36666666666666664,30,0.13333333333333336
cub200,S1,ResNet-50,resnet50,3,143,0.23333333333333334,0.03333333333333333,30,0.2
cub200,S1,ResNet-50,resnet50,3,144,0.8,0.43333333333333335,30,0.3666666666666667
cub200,S1,ResNet-50,resnet50,3,145,0.43333333333333335,0.06666666666666667,30,0.3666666666666667
cub200,S1,ResNet-50,resnet50,3,146,0.8,0.03333333333333333,30,0.7666666666666667
cub200,S1,ResNet-50,resnet50,3,147,0.9333333333333333,0.16666666666666666,30,0.7666666666666667
cub200,S1,ResNet-50,resnet50,3,148,0.9310344827586207,0.3103448275862069,29,0.6206896551724137
cub200,S1,ResNet-50,resnet50,3,149,0.8333333333333334,0.4666666666666667,30,0.3666666666666667
cub200,S1,ResNet-50,resnet50,3,150,0.9047619047619048,0.7142857142857143,21,0.19047619047619047
cub200,S1,ResNet-50,resnet50,3,151,0.8333333333333334,0.13333333333333333,30,0.7000000000000001
cub200,S1,ResNet-50,resnet50,3,152,0.7931034482758621,0.0,29,0.7931034482758621
cub200,S1,ResNet-50,resnet50,3,153,0.8,0.2,30,0.6000000000000001
cub200,S1,ResNet-50,resnet50,3,154,0.5666666666666667,0.7333333333333333,30,-0.16666666666666663
cub200,S1,ResNet-50,resnet50,3,155,0.9333333333333333,0.0,30,0.9333333333333333
cub200,S1,ResNet-50,resnet50,3,156,0.6206896551724138,0.034482758620689655,29,0.5862068965517242
cub200,S1,ResNet-50,resnet50,3,157,0.9,0.06666666666666667,30,0.8333333333333334
cub200,S1,ResNet-50,resnet50,3,158,1.0,0.9,30,0.09999999999999998
cub200,S1,ResNet-50,resnet50,3,159,0.9310344827586207,0.41379310344827586,29,0.5172413793103448
cub200,S1,ResNet-50,resnet50,3,160,0.9,0.1,30,0.8
cub200,S1,ResNet-50,resnet50,3,161,0.7333333333333333,0.0,30,0.7333333333333333
cub200,S1,ResNet-50,resnet50,3,162,0.8666666666666667,0.03333333333333333,30,0.8333333333333334
cub200,S1,ResNet-50,resnet50,3,163,0.9333333333333333,0.3333333333333333,30,0.6000000000000001
cub200,S1,ResNet-50,resnet50,3,164,0.8666666666666667,0.2,30,0.6666666666666667
cub200,S1,ResNet-50,resnet50,3,165,0.9310344827586207,0.0,29,0.9310344827586207
cub200,S1,ResNet-50,resnet50,3,166,0.6666666666666666,0.0,30,0.6666666666666666
cub200,S1,ResNet-50,resnet50,3,167,0.8275862068965517,0.0,29,0.8275862068965517
cub200,S1,ResNet-50,resnet50,3,168,0.9655172413793104,0.0,29,0.9655172413793104
cub200,S1,ResNet-50,resnet50,3,169,0.7333333333333333,0.0,30,0.7333333333333333
cub200,S1,ResNet-50,resnet50,3,170,0.9,0.3,30,0.6000000000000001
cub200,S1,ResNet-50,resnet50,3,171,0.8333333333333334,0.0,30,0.8333333333333334
cub200,S1,ResNet-50,resnet50,3,172,0.5666666666666667,0.26666666666666666,30,0.3
cub200,S1,ResNet-50,resnet50,3,173,0.7333333333333333,0.3,30,0.4333333333333333
cub200,S1,ResNet-50,resnet50,3,174,0.7,0.0,30,0.7
cub200,S1,ResNet-50,resnet50,3,175,0.9666666666666667,0.0,30,0.9666666666666667
cub200,S1,ResNet-50,resnet50,3,176,0.9666666666666667,0.0,30,0.9666666666666667
cub200,S1,ResNet-50,resnet50,3,177,0.8076923076923077,0.6923076923076923,26,0.11538461538461542
cub200,S1,ResNet-50,resnet50,3,178,0.5517241379310345,0.1724137931034483,29,0.3793103448275862
cub200,S1,ResNet-50,resnet50,3,179,0.8333333333333334,0.0,30,0.8333333333333334
cub200,S1,ResNet-50,resnet50,3,180,0.896551724137931,0.7586206896551724,29,0.13793103448275867
cub200,S1,ResNet-50,resnet50,3,181,0.9333333333333333,0.16666666666666666,30,0.7666666666666667
cub200,S1,ResNet-50,resnet50,3,182,0.9666666666666667,0.7666666666666667,30,0.19999999999999996
cub200,S1,ResNet-50,resnet50,3,183,0.8666666666666667,0.8,30,0.06666666666666665
cub200,S1,ResNet-50,resnet50,3,184,0.8666666666666667,0.7666666666666667,30,0.09999999999999998
cub200,S1,ResNet-50,resnet50,3,185,0.9,0.7333333333333333,30,0.16666666666666674
cub200,S1,ResNet-50,resnet50,3,186,1.0,0.9,20,0.09999999999999998
cub200,S1,ResNet-50,resnet50,3,187,0.9666666666666667,0.8333333333333334,30,0.1333333333333333
cub200,S1,ResNet-50,resnet50,3,188,1.0,0.8666666666666667,30,0.1333333333333333
cub200,S1,ResNet-50,resnet50,3,189,0.9310344827586207,0.9310344827586207,29,0.0
cub200,S1,ResNet-50,resnet50,3,190,0.8,0.0,30,0.8
cub200,S1,ResNet-50,resnet50,3,191,0.9333333333333333,0.8666666666666667,30,0.06666666666666665
cub200,S1,ResNet-50,resnet50,3,192,0.6666666666666666,0.1,30,0.5666666666666667
cub200,S1,ResNet-50,resnet50,3,193,0.9333333333333333,0.8333333333333334,30,0.09999999999999998
cub200,S1,ResNet-50,resnet50,3,194,0.9,0.3,30,0.6000000000000001
cub200,S1,ResNet-50,resnet50,3,195,0.7333333333333333,0.4666666666666667,30,0.2666666666666666
cub200,S1,ResNet-50,resnet50,3,196,0.6333333333333333,0.26666666666666666,30,0.36666666666666664
cub200,S1,ResNet-50,resnet50,3,197,0.9333333333333333,0.6333333333333333,30,0.30000000000000004
cub200,S1,ResNet-50,resnet50,3,198,0.8333333333333334,0.8,30,0.033333333333333326
cub200,S1,ResNet-50,resnet50,3,199,0.9333333333333333,0.13333333333333333,30,0.8
cub200,S1,ResNet-50,resnet50,4,0,0.8333333333333334,0.6333333333333333,30,0.20000000000000007
cub200,S1,ResNet-50,resnet50,4,1,0.8666666666666667,0.5666666666666667,30,0.30000000000000004
cub200,S1,ResNet-50,resnet50,4,2,0.8571428571428571,0.8571428571428571,28,0.0
cub200,S1,ResNet-50,resnet50,4,3,0.8666666666666667,0.43333333333333335,30,0.43333333333333335
cub200,S1,ResNet-50,resnet50,4,4,0.9285714285714286,0.2857142857142857,14,0.6428571428571429
cub200,S1,ResNet-50,resnet50,4,5,0.8181818181818182,0.7272727272727273,11,0.09090909090909094
cub200,S1,ResNet-50,resnet50,4,6,0.9565217391304348,0.782608695652174,23,0.17391304347826086
cub200,S1,ResNet-50,resnet50,4,7,0.8888888888888888,0.4444444444444444,18,0.4444444444444444
cub200,S1,ResNet-50,resnet50,4,8,0.5517241379310345,0.4827586206896552,29,0.06896551724137928
cub200,S1,ResNet-50,resnet50,4,9,0.9333333333333333,0.0,30,0.9333333333333333
cub200,S1,ResNet-50,resnet50,4,10,0.5,0.4,30,0.09999999999999998
cub200,S1,ResNet-50,resnet50,4,11,0.9230769230769231,0.038461538461538464,26,0.8846153846153847
cub200,S1,ResNet-50,resnet50,4,12,0.9,0.9,30,0.0
cub200,S1,ResNet-50,resnet50,4,13,0.8666666666666667,0.0,30,0.8666666666666667
cub200,S1,ResNet-50,resnet50,4,14,0.9642857142857143,0.0,28,0.9642857142857143
cub200,S1,ResNet-50,resnet50,4,15,0.8928571428571429,0.0,28,0.8928571428571429
cub200,S1,ResNet-50,resnet50,4,16,0.8888888888888888,0.2962962962962963,27,0.5925925925925926
cub200,S1,ResNet-50,resnet50,4,17,0.9333333333333333,0.5333333333333333,15,0.4
cub200,S1,ResNet-50,resnet50,4,18,0.896551724137931,0.27586206896551724,29,0.6206896551724138
cub200,S1,ResNet-50,resnet50,4,19,0.7586206896551724,0.0,29,0.7586206896551724
cub200,S1,ResNet-50,resnet50,4,20,0.9333333333333333,0.3,30,0.6333333333333333
cub200,S1,ResNet-50,resnet50,4,21,0.5384615384615384,0.2692307692307692,26,0.2692307692307692
cub200,S1,ResNet-50,resnet50,4,22,0.4482758620689655,0.41379310344827586,29,0.03448275862068967
cub200,S1,ResNet-50,resnet50,4,23,0.9090909090909091,0.22727272727272727,22,0.6818181818181818
cub200,S1,ResNet-50,resnet50,4,24,0.6333333333333333,0.6333333333333333,30,0.0
cub200,S1,ResNet-50,resnet50,4,25,0.9333333333333333,0.0,30,0.9333333333333333
cub200,S1,ResNet-50,resnet50,4,26,0.36666666666666664,0.4,30,-0.03333333333333338
cub200,S1,ResNet-50,resnet50,4,27,0.896551724137931,0.7931034482758621,29,0.10344827586206895
cub200,S1,ResNet-50,resnet50,4,28,0.3333333333333333,0.13333333333333333,30,0.19999999999999998
cub200,S1,ResNet-50,resnet50,4,29,0.3333333333333333,0.4666666666666667,30,-0.13333333333333336
cub200,S1,ResNet-50,resnet50,4,30,0.8666666666666667,0.2,30,0.6666666666666667
cub200,S1,ResNet-50,resnet50,4,31,0.6956521739130435,0.17391304347826086,23,0.5217391304347826
cub200,S1,ResNet-50,resnet50,4,32,0.7241379310344828,0.3448275862068966,29,0.3793103448275862
cub200,S1,ResNet-50,resnet50,4,33,0.9310344827586207,0.1724137931034483,29,0.7586206896551724
cub200,S1,ResNet-50,resnet50,4,34,1.0,0.3,30,0.7
cub200,S1,ResNet-50,resnet50,4,35,0.9666666666666667,0.8333333333333334,30,0.1333333333333333
cub200,S1,ResNet-50,resnet50,4,36,0.6551724137931034,0.4482758620689655,29,0.2068965517241379
cub200,S1,ResNet-50,resnet50,4,37,0.6666666666666666,0.0,30,0.6666666666666666
cub200,S1,ResNet-50,resnet50,4,38,0.5172413793103449,0.20689655172413793,29,0.31034482758620696
cub200,S1,ResNet-50,resnet50,4,39,0.6,0.3333333333333333,30,0.26666666666666666
cub200,S1,ResNet-50,resnet50,4,40,0.9,0.6666666666666666,30,0.2333333333333334
cub200,S1,ResNet-50,resnet50,4,41,0.9666666666666667,0.0,30,0.9666666666666667
cub200,S1,ResNet-50,resnet50,4,42,0.5172413793103449,0.034482758620689655,29,0.4827586206896552
cub200,S1,ResNet-50,resnet50,4,43,0.8666666666666667,0.7,30,0.16666666666666674
cub200,S1,ResNet-50,resnet50,4,44,0.6,0.6,30,0.0
cub200,S1,ResNet-50,resnet50,4,45,0.9333333333333333,0.7333333333333333,30,0.20000000000000007
cub200,S1,ResNet-50,resnet50,4,46,0.9666666666666667,0.03333333333333333,30,0.9333333333333333
cub200,S1,ResNet-50,resnet50,4,47,0.9666666666666667,0.36666666666666664,30,0.6000000000000001
cub200,S1,ResNet-50,resnet50,4,48,0.7666666666666667,0.2,30,0.5666666666666667
cub200,S1,ResNet-50,resnet50,4,49,0.6666666666666666,0.3,30,0.36666666666666664
cub200,S1,ResNet-50,resnet50,4,50,0.8333333333333334,0.3,30,0.5333333333333334
cub200,S1,ResNet-50,resnet50,4,51,0.8666666666666667,0.8333333333333334,30,0.033333333333333326
cub200,S1,ResNet-50,resnet50,4,52,0.9666666666666667,0.8666666666666667,30,0.09999999999999998
cub200,S1,ResNet-50,resnet50,4,53,0.8333333333333334,0.0,30,0.8333333333333334
cub200,S1,ResNet-50,resnet50,4,54,0.8666666666666667,0.0,30,0.8666666666666667
cub200,S1,ResNet-50,resnet50,4,55,0.9,0.06666666666666667,30,0.8333333333333334
cub200,S1,ResNet-50,resnet50,4,56,0.9666666666666667,0.6,30,0.3666666666666667
cub200,S1,ResNet-50,resnet50,4,57,0.7142857142857143,0.5,28,0.2142857142857143
cub200,S1,ResNet-50,resnet50,4,58,0.3333333333333333,0.13333333333333333,30,0.19999999999999998
cub200,S1,ResNet-50,resnet50,4,59,0.5862068965517241,0.7241379310344828,29,-0.13793103448275867
cub200,S1,ResNet-50,resnet50,4,60,0.9666666666666667,0.4,30,0.5666666666666667
cub200,S1,ResNet-50,resnet50,4,61,0.3,0.13333333333333333,30,0.16666666666666666
cub200,S1,ResNet-50,resnet50,4,62,0.8666666666666667,0.7,30,0.16666666666666674
cub200,S1,ResNet-50,resnet50,4,63,0.43333333333333335,0.26666666666666666,30,0.16666666666666669
cub200,S1,ResNet-50,resnet50,4,64,0.55,0.5,20,0.050000000000000044
cub200,S1,ResNet-50,resnet50,4,65,0.6333333333333333,0.7,30,-0.06666666666666665
cub200,S1,ResNet-50,resnet50,4,66,0.6333333333333333,0.4,30,0.23333333333333328
cub200,S1,ResNet-50,resnet50,4,67,0.9,0.5,30,0.4
cub200,S1,ResNet-50,resnet50,4,68,0.8333333333333334,0.4666666666666667,30,0.3666666666666667
cub200,S1,ResNet-50,resnet50,4,69,0.9666666666666667,0.0,30,0.9666666666666667
cub200,S1,ResNet-50,resnet50,4,70,0.5,0.4666666666666667,30,0.033333333333333326
cub200,S1,ResNet-50,resnet50,4,71,0.5666666666666667,0.23333333333333334,30,0.3333333333333333
cub200,S1,ResNet-50,resnet50,4,72,0.9666666666666667,0.4666666666666667,30,0.5
cub200,S1,ResNet-50,resnet50,4,73,0.9666666666666667,0.13333333333333333,30,0.8333333333333334
cub200,S1,ResNet-50,resnet50,4,74,0.9259259259259259,0.2962962962962963,27,0.6296296296296297
cub200,S1,ResNet-50,resnet50,4,75,0.9333333333333333,0.7,30,0.2333333333333334
cub200,S1,ResNet-50,resnet50,4,76,1.0,0.0,30,1.0
cub200,S1,ResNet-50,resnet50,4,77,0.8275862068965517,0.2413793103448276,29,0.5862068965517241
cub200,S1,ResNet-50,resnet50,4,78,0.8333333333333334,0.5333333333333333,30,0.30000000000000004
cub200,S1,ResNet-50,resnet50,4,79,0.8333333333333334,0.6666666666666666,30,0.16666666666666674
cub200,S1,ResNet-50,resnet50,4,80,0.9,0.8333333333333334,30,0.06666666666666665
cub200,S1,ResNet-50,resnet50,4,81,0.8666666666666667,0.23333333333333334,30,0.6333333333333333
cub200,S1,ResNet-50,resnet50,4,82,0.9666666666666667,0.23333333333333334,30,0.7333333333333334
cub200,S1,ResNet-50,resnet50,4,83,0.8260869565217391,0.6086956521739131,23,0.21739130434782605
cub200,S1,ResNet-50,resnet50,4,84,0.9666666666666667,0.7666666666666667,30,0.19999999999999996
cub200,S1,ResNet-50,resnet50,4,85,0.9,0.9666666666666667,30,-0.06666666666666665
cub200,S1,ResNet-50,resnet50,4,86,0.8,0.06666666666666667,30,0.7333333333333334
cub200,S1,ResNet-50,resnet50,4,87,0.9333333333333333,0.06666666666666667,30,0.8666666666666667
cub200,S1,ResNet-50,resnet50,4,88,0.8,0.7333333333333333,30,0.06666666666666676
cub200,S1,ResNet-50,resnet50,4,89,0.9333333333333333,0.6,30,0.33333333333333337
cub200,S1,ResNet-50,resnet50,4,90,0.6333333333333333,0.6333333333333333,30,0.0
cub200,S1,ResNet-50,resnet50,4,91,0.9,0.7333333333333333,30,0.16666666666666674
cub200,S1,ResNet-50,resnet50,4,92,1.0,0.7333333333333333,30,0.2666666666666667
cub200,S1,ResNet-50,resnet50,4,93,0.9666666666666667,0.7333333333333333,30,0.2333333333333334
cub200,S1,ResNet-50,resnet50,4,94,0.8666666666666667,0.0,30,0.8666666666666667
cub200,S1,ResNet-50,resnet50,4,95,0.7,0.0,30,0.7
cub200,S1,ResNet-50,resnet50,4,96,0.6206896551724138,0.0,29,0.6206896551724138
cub200,S1,ResNet-50,resnet50,4,97,0.9,0.06666666666666667,30,0.8333333333333334
cub200,S1,ResNet-50,resnet50,4,98,0.8,0.5666666666666667,30,0.2333333333333334
cub200,S1,ResNet-50,resnet50,4,99,1.0,0.9,30,0.09999999999999998
cub200,S1,ResNet-50,resnet50,4,100,1.0,0.95,20,0.050000000000000044
cub200,S1,ResNet-50,resnet50,4,101,0.23333333333333334,0.36666666666666664,30,-0.1333333333333333
cub200,S1,ResNet-50,resnet50,4,102,0.6333333333333333,0.16666666666666666,30,0.4666666666666667
cub200,S1,ResNet-50,resnet50,4,103,0.6333333333333333,0.4,30,0.23333333333333328
cub200,S1,ResNet-50,resnet50,4,104,0.7894736842105263,0.8421052631578947,19,-0.05263157894736836
cub200,S1,ResNet-50,resnet50,4,105,0.9333333333333333,0.9333333333333333,30,0.0
cub200,S1,ResNet-50,resnet50,4,106,0.4666666666666667,0.26666666666666666,30,0.2
cub200,S1,ResNet-50,resnet50,4,107,0.7666666666666667,0.8,30,-0.033333333333333326
cub200,S1,ResNet-50,resnet50,4,108,0.9333333333333333,0.0,30,0.9333333333333333
cub200,S1,ResNet-50,resnet50,4,109,0.9666666666666667,0.8666666666666667,30,0.09999999999999998
cub200,S1,ResNet-50,resnet50,4,110,0.6,0.1,30,0.5
cub200,S1,ResNet-50,resnet50,4,111,0.6666666666666666,0.8333333333333334,30,-0.16666666666666674
cub200,S1,ResNet-50,resnet50,4,112,0.85,0.8,20,0.04999999999999993
cub200,S1,ResNet-50,resnet50,4,113,0.9333333333333333,0.36666666666666664,30,0.5666666666666667
cub200,S1,ResNet-50,resnet50,4,114,0.7241379310344828,0.2413793103448276,29,0.48275862068965514
cub200,S1,ResNet-50,resnet50,4,115,0.7,0.0,30,0.7
cub200,S1,ResNet-50,resnet50,4,116,0.6206896551724138,0.5517241379310345,29,0.06896551724137934
cub200,S1,ResNet-50,resnet50,4,117,0.5,0.0,30,0.5
cub200,S1,ResNet-50,resnet50,4,118,0.5517241379310345,0.3793103448275862,29,0.1724137931034483
cub200,S1,ResNet-50,resnet50,4,119,0.8333333333333334,0.36666666666666664,30,0.46666666666666673
cub200,S1,ResNet-50,resnet50,4,120,0.7666666666666667,0.6,30,0.16666666666666674
cub200,S1,ResNet-50,resnet50,4,121,0.9,0.6666666666666666,30,0.2333333333333334
cub200,S1,ResNet-50,resnet50,4,122,0.8,0.06666666666666667,30,0.7333333333333334
cub200,S1,ResNet-50,resnet50,4,123,0.8620689655172413,0.5172413793103449,29,0.34482758620689646
cub200,S1,ResNet-50,resnet50,4,124,0.7586206896551724,0.5862068965517241,29,0.1724137931034483
cub200,S1,ResNet-50,resnet50,4,125,0.7333333333333333,0.13333333333333333,30,0.6
cub200,S1,ResNet-50,resnet50,4,126,0.7333333333333333,0.06666666666666667,30,0.6666666666666666
cub200,S1,ResNet-50,resnet50,4,127,0.7666666666666667,0.36666666666666664,30,0.4000000000000001
cub200,S1,ResNet-50,resnet50,4,128,0.7666666666666667,0.43333333333333335,30,0.33333333333333337
cub200,S1,ResNet-50,resnet50,4,129,0.6,0.23333333333333334,30,0.36666666666666664
cub200,S1,ResNet-50,resnet50,4,130,0.8666666666666667,0.8,30,0.06666666666666665
cub200,S1,ResNet-50,resnet50,4,131,0.8666666666666667,0.7333333333333333,30,0.13333333333333341
cub200,S1,ResNet-50,resnet50,4,132,0.9333333333333333,0.13333333333333333,30,0.8
cub200,S1,ResNet-50,resnet50,4,133,0.9333333333333333,0.0,30,0.9333333333333333
cub200,S1,ResNet-50,resnet50,4,134,0.6666666666666666,0.43333333333333335,30,0.23333333333333328
cub200,S1,ResNet-50,resnet50,4,135,0.7333333333333333,0.0,30,0.7333333333333333
cub200,S1,ResNet-50,resnet50,4,136,0.7333333333333333,0.16666666666666666,30,0.5666666666666667
cub200,S1,ResNet-50,resnet50,4,137,0.7666666666666667,0.3333333333333333,30,0.4333333333333334
cub200,S1,ResNet-50,resnet50,4,138,0.9333333333333333,0.0,30,0.9333333333333333
cub200,S1,ResNet-50,resnet50,4,139,0.9333333333333333,0.0,30,0.9333333333333333
cub200,S1,ResNet-50,resnet50,4,140,0.6206896551724138,0.4482758620689655,29,0.1724137931034483
cub200,S1,ResNet-50,resnet50,4,141,0.5,0.13333333333333333,30,0.3666666666666667
cub200,S1,ResNet-50,resnet50,4,142,0.6333333333333333,0.2,30,0.4333333333333333
cub200,S1,ResNet-50,resnet50,4,143,0.2,0.0,30,0.2
