dataset,backbone,rgb_rgb_mean,rgb_rgb_sd,rgb_gray_mean,rgb_gray_sd,gray_gray_mean,gray_gray_sd,residual
flowers102,ResNet-50,0.8491787282484957,0.0030890772666993,0.4987477638640429,0.017309922712819,0.8015287038542853,0.0021035046550014,0.0476500243942104
flowers102,ConvNeXt-T,0.9296145714750365,0.0053672190866662,0.67601235973329,0.0220468726591694,0.908993332249146,0.0020813851690715,0.0206212392258903
flowers102,ViT-S,0.8763376158724997,0.0054832435876757,0.3409985363473735,0.0113201286165891,0.8413400552935437,0.0044188772856877,0.0349975605789559
flowers102,Swin-T,0.9364774760123596,0.0031777042073058,0.6520735078874613,0.0248973961159067,0.9102943568059848,0.0051883197133566,0.0261831192063748
cub200,ResNet-50,0.7872626855367622,0.0029049910345075,0.3712461166724197,0.0082745381604197,0.6498446668967899,0.0039703740792573,0.1374180186399722
cub200,ConvNeXt-T,0.8374525371073525,0.0034071143685941,0.4210907835692095,0.0037085270099005,0.7396617190196755,0.0037785504367256,0.0977908180876769
cub200,ViT-S,0.7951328960994132,0.0052491909995669,0.2979979288919571,0.0092804297419897,0.6165343458750432,0.0122973705394799,0.17859855022437
cub200,Swin-T,0.8467725232999654,0.003565191238444,0.4170521228857439,0.0205016886048753,0.7309975837072834,0.001507591839967,0.115774939592682
