dataset,id,backbone,arm,y_true,n_img,n_seed,clean_mean,clean_sd,gray_mean,gray_sd,CR_mean,CR_sd
cub200,S1,ResNet-50,resnet50,133,30,5,0.9466666666666667,0.03800584750330459,0.0,0.0,0.9466666666666667,0.03800584750330459
cub200,S1,ResNet-50,resnet50,134,30,5,0.6399999999999999,0.027888667551135844,0.3666666666666667,0.06236095644623237,0.2733333333333333,0.07226494462892934
cub200,S1,ResNet-50,resnet50,135,30,5,0.6866666666666666,0.03800584750330459,0.0,0.0,0.6866666666666666,0.03800584750330459
cub200,S1,ResNet-50,resnet50,136,30,5,0.6866666666666666,0.029814239699997188,0.15999999999999998,0.1233783701554783,0.5266666666666666,0.132077418374393
cub200,S1,ResNet-50,resnet50,137,30,5,0.7866666666666667,0.018257418583505533,0.38,0.09888264649460884,0.40666666666666673,0.10645812948447543
cub200,S1,ResNet-50,resnet50,138,30,5,0.9133333333333333,0.05055250296034366,0.0,0.0,0.9133333333333333,0.05055250296034366
cub200,S1,ResNet-50,resnet50,139,30,5,0.9466666666666667,0.018257418583505533,0.006666666666666666,0.014907119849998596,0.9400000000000001,0.027888667551135844
cub200,S1,ResNet-50,resnet50,140,29,5,0.6482758620689655,0.07863278793787158,0.4275862068965517,0.03931639396893581,0.2206896551724138,0.06264104180891363
cub200,S1,ResNet-50,resnet50,141,30,5,0.4866666666666667,0.029814239699997188,0.13333333333333333,0.052704627669472995,0.3533333333333334,0.05055250296034367
cub200,S1,ResNet-50,resnet50,142,30,5,0.5133333333333333,0.08366600265340754,0.24666666666666667,0.08366600265340754,0.2666666666666667,0.1178511301977579
cub200,S1,ResNet-50,resnet50,143,30,5,0.2,0.03333333333333334,0.006666666666666666,0.014907119849998596,0.19333333333333333,0.02788866755113586
cub200,S1,ResNet-50,resnet50,144,30,5,0.6933333333333334,0.07226494462892935,0.30666666666666664,0.09249624617007739,0.3866666666666666,0.06497862896539308
cub200,S1,ResNet-50,resnet50,145,30,5,0.44000000000000006,0.04944132324730443,0.09333333333333334,0.02788866755113585,0.3466666666666667,0.0447213595499958
