dataset,id,backbone,arm,y_true,n_img,n_seed,clean_mean,clean_sd,gray_mean,gray_sd,CR_mean,CR_sd
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,68,34,5,1.0,0.0,0.9176470588235294,0.1288758958835685,0.08235294117647059,0.1288758958835685
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,69,42,5,1.0,0.0,0.7523809523809524,0.15847201230755936,0.24761904761904763,0.15847201230755936
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,70,58,5,0.993103448275862,0.015421158465515774,0.5620689655172414,0.2727736601634286,0.43103448275862066,0.2798738462197919
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,71,76,5,0.8789473684210526,0.028525636037735266,0.4447368421052632,0.12668531475695693,0.4342105263157895,0.11694992654362615
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,72,174,5,0.9402298850574713,0.02833047711233619,0.8942528735632184,0.0446282038122234,0.04597701149425289,0.06502131321255611
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,73,151,5,0.8225165562913908,0.05607672352322265,0.3748344370860927,0.18909575254727345,0.447682119205298,0.19721316134429753
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,74,100,5,0.968,0.014832396974191338,0.962,0.02280350850198278,0.006000000000000005,0.03361547262794325
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,75,87,5,0.9655172413793103,0.022988505747126464,0.7839080459770116,0.11155940743495105,0.1816091954022988,0.10825365221122853
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,76,231,5,0.9541125541125541,0.024024999005214907,0.8415584415584416,0.10396822893352782,0.11255411255411256,0.08162211097387363
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,77,117,5,0.9196581196581196,0.047817438395553385,0.735042735042735,0.11672222464741594,0.18461538461538463,0.09756326957351125
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,78,21,5,1.0,0.0,0.9904761904761905,0.02129588549999802,0.009523809523809535,0.021295885499998023
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,79,85,5,0.9647058823529411,0.03327561323230812,0.7576470588235293,0.03178648490848541,0.20705882352941174,0.04448863623809186
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,80,146,5,0.9876712328767123,0.010159176009720085,0.6260273972602739,0.13652318977867722,0.3616438356164383,0.13214031221760747
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,81,92,5,0.9217391304347826,0.02478642228476386,0.8021739130434783,0.12591817789195286,0.11956521739130435,0.10283091265448098
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,82,111,5,0.8072072072072072,0.02074029627607447,0.6126126126126127,0.191640066542186,0.19459459459459455,0.17763974838005386
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,83,66,5,0.8090909090909092,0.06117160375207984,0.7090909090909091,0.07218866211861572,0.1,0.1116492934966093
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,84,43,5,0.9767441860465116,0.023255813953488358,0.6232558139534883,0.11321545529895892,0.35348837209302325,0.104521883973229
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,85,38,5,0.9842105263157895,0.01441375151329383,0.9894736842105264,0.023537557657892547,-0.005263157894736814,0.022017369119317794
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,86,43,5,0.9674418604651163,0.02080063234883524,0.930232558139535,0.028482438869571844,0.03720930232558135,0.042246284010662674
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,87,134,5,0.8537313432835821,0.05132462347477433,0.6567164179104477,0.10327128733655257,0.19701492537313434,0.08744409154884791
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,88,164,5,0.9585365853658537,0.014557727300382113,0.2914634146341463,0.1769028442389255,0.6670731707317072,0.17179546656400824
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,89,62,5,0.8709677419354838,0.06350006350009524,0.02258064516129032,0.02446088852919855,0.8483870967741935,0.07355970484510566
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,90,56,5,0.9785714285714286,0.01956151991089878,0.9214285714285714,0.04111023011864766,0.05714285714285716,0.04955156044825575
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,91,46,5,0.9652173913043478,0.019444069369563374,0.9217391304347826,0.05873589602654912,0.04347826086956523,0.0633799119004924
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,92,26,5,0.9461538461538461,0.021066252211737142,0.9307692307692308,0.03217923178977215,0.015384615384615396,0.04385290096535147
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,93,142,5,0.9690140845070422,0.009448174552816034,0.9647887323943662,0.020531520756497557,0.004225352112676051,0.017675916053536852
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,94,108,5,0.9592592592592591,0.010557179862029049,0.8148148148148149,0.08905270398921919,0.14444444444444443,0.08034775240709867
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,95,71,5,0.8140845070422535,0.03362629967975585,0.4169014084507042,0.029206255427222147,0.3971830985915493,0.03362629967975587
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,96,46,5,0.8608695652173912,0.03296902366978933,0.6608695652173913,0.10380292509837671,0.19999999999999998,0.1144147597125284
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,97,62,5,0.9387096774193548,0.021029685178073097,0.8032258064516128,0.08411874071229225,0.13548387096774195,0.08032193289024989
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,98,43,5,0.9488372093023255,0.0194572099193971,0.8279069767441861,0.07463630946921493,0.12093023255813953,0.0760717545757959
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,99,29,5,0.9793103448275863,0.01888698474155743,0.1793103448275862,0.051146196462728714,0.8,0.06632891055748738
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,100,38,5,0.9157894736842105,0.0343115916063297,0.15789473684210525,0.14769700210949768,0.7578947368421053,0.17983525856073562
flowers102,S2,ConvNeXt-T,convnext_tiny_in1k,101,28,5,0.9928571428571429,0.01597191412499849,0.41428571428571426,0.307848027707285,0.5785714285714286,0.30135747299612836
flowers102,S3,ViT-S,vit_small_in1k,0,20,5,0.96,0.06519202405202651,0.24,0.1710263137648707,0.72,0.11510864433221338
flowers102,S3,ViT-S,vit_small_in1k,1,40,5,0.915,0.013693063937629165,0.82,0.054198708471697,0.09500000000000004,0.04808846015417836
flowers102,S3,ViT-S,vit_small_in1k,2,20,5,0.53,0.06708203932499368,0.06000000000000001,0.08215838362577493,0.4699999999999999,0.13509256086106294
flowers102,S3,ViT-S,vit_small_in1k,3,36,5,0.5277777777777778,0.019641855032959663,0.3388888888888889,0.16480441082434807,0.1888888888888889,0.16827923589845512
flowers102,S3,ViT-S,vit_small_in1k,4,45,5,0.9111111111111111,0.02721655269759086,0.035555555555555556,0.0557773351022717,0.8755555555555556,0.05115939748098371
flowers102,S3,ViT-S,vit_small_in1k,5,25,5,0.9040000000000001,0.021908902300206663,0.8880000000000001,0.017888543819998336,0.016000000000000014,0.021908902300206663
flowers102,S3,ViT-S,vit_small_in1k,6,20,5,0.95,0.03535533905932737,0.8699999999999999,0.10954451150103325,0.07999999999999999,0.09082951062292478
flowers102,S3,ViT-S,vit_small_in1k,7,65,5,0.9938461538461538,0.008426500884694833,0.34153846153846157,0.22064992756070503,0.6523076923076923,0.21582372820615608
flowers102,S3,ViT-S,vit_small_in1k,8,26,5,0.9230769230769231,0.04710557197659959,0.07692307692307693,0.07195494974565272,0.8461538461538461,0.07692307692307696
flowers102,S3,ViT-S,vit_small_in1k,9,25,5,0.992,0.017888543819998333,1.0,0.0,-0.008000000000000007,0.017888543819998333
flowers102,S3,ViT-S,vit_small_in1k,10,67,5,0.6626865671641792,0.022635449086721042,0.16119402985074627,0.10308236805869855,0.5014925373134329,0.087412241578187
flowers102,S3,ViT-S,vit_small_in1k,11,67,5,0.946268656716418,0.008174963544853189,0.32238805970149254,0.18778705656778033,0.6238805970149255,0.19385755840735125
flowers102,S3,ViT-S,vit_small_in1k,12,29,5,0.993103448275862,0.015421158465515774,0.8896551724137931,0.1430099403677774,0.10344827586206899,0.12902266850944627
flowers102,S3,ViT-S,vit_small_in1k,13,28,5,0.9857142857142858,0.03194382824999698,0.6714285714285715,0.26049403612586386,0.31428571428571433,0.2374395734084952
flowers102,S3,ViT-S,vit_small_in1k,14,29,5,0.993103448275862,0.015421158465515774,0.07586206896551724,0.08586137653785332,0.9172413793103449,0.08655103722766297
flowers102,S3,ViT-S,vit_small_in1k,15,21,5,0.8857142857142858,0.02608202654786508,0.02857142857142857,0.042591770999996,0.8571428571428571,0.03367175148507369
flowers102,S3,ViT-S,vit_small_in1k,16,65,5,0.9876923076923078,0.00688020916153779,0.5138461538461538,0.39111432369728344,0.4738461538461539,0.3943986509332761
flowers102,S3,ViT-S,vit_small_in1k,17,62,5,0.8290322580645162,0.06204962600539144,0.33225806451612905,0.1980655668775323,0.4967741935483871,0.18788764991514148
flowers102,S3,ViT-S,vit_small_in1k,18,29,5,0.8827586206896552,0.01888698474155749,0.14482758620689656,0.1696327431206737,0.7379310344827587,0.16644852946409888
flowers102,S3,ViT-S,vit_small_in1k,19,36,5,0.9111111111111111,0.041201102706087005,0.5833333333333333,0.2041241452319315,0.3277777777777778,0.21641723534202728
flowers102,S3,ViT-S,vit_small_in1k,20,20,5,0.95,0.03535533905932737,0.05,0.08660254037844388,0.9,0.08660254037844385
flowers102,S3,ViT-S,vit_small_in1k,21,39,5,0.9538461538461538,0.021452821193181402,0.4256410256410256,0.23957556157534518,0.5282051282051282,0.258707656525732
flowers102,S3,ViT-S,vit_small_in1k,22,71,5,0.847887323943662,0.027092090227706082,0.6816901408450704,0.0937440072805281,0.16619718309859152,0.06999872473120669
flowers102,S3,ViT-S,vit_small_in1k,23,22,5,0.990909090909091,0.020327890704543525,0.1,0.10852123987557565,0.890909090909091,0.09958591954639386
flowers102,S3,ViT-S,vit_small_in1k,24,21,5,0.9428571428571428,0.03984095364447978,0.6571428571428571,0.26810834781446186,0.2857142857142857,0.30116930096841704
flowers102,S3,ViT-S,vit_small_in1k,25,21,5,0.780952380952381,0.0542940678618637,0.047619047619047616,0.06734350297014738,0.7333333333333333,0.1043281061914602
flowers102,S3,ViT-S,vit_small_in1k,26,20,5,1.0,0.0,0.09,0.08944271909999159,0.9099999999999999,0.08944271909999157
flowers102,S3,ViT-S,vit_small_in1k,27,46,5,0.9565217391304348,0.021739130434782594,0.034782608695652174,0.045079220333321124,0.9217391304347826,0.05668871656697956
flowers102,S3,ViT-S,vit_small_in1k,28,58,5,0.9655172413793103,0.024382992454708527,0.31724137931034485,0.10023753002585264,0.6482758620689655,0.10097621009894019
flowers102,S3,ViT-S,vit_small_in1k,29,65,5,0.8123076923076923,0.03830738337842687,0.36615384615384616,0.1473232568599891,0.4461538461538462,0.17642069140276487
flowers102,S3,ViT-S,vit_small_in1k,30,32,5,0.81875,0.060110575192722955,0.425,0.10959798697968864,0.39375,0.13728676647805496
flowers102,S3,ViT-S,vit_small_in1k,31,25,5,0.656,0.053665631459994964,0.23200000000000004,0.21052315787105227,0.42400000000000004,0.1991983935678197
flowers102,S3,ViT-S,vit_small_in1k,32,26,5,0.923076923076923,0.09020030307352747,0.5461538461538462,0.1728631158018787,0.37692307692307697,0.14746376548216011
flowers102,S3,ViT-S,vit_small_in1k,33,20,5,0.86,0.04183300132670378,0.43,0.30740852297878796,0.43000000000000005,0.2863564212655271
flowers102,S3,ViT-S,vit_small_in1k,34,23,5,0.9739130434782609,0.023814024239355035,0.8173913043478261,0.11254068787430248,0.1565217391304348,0.11747179205309821
flowers102,S3,ViT-S,vit_small_in1k,35,55,5,0.9127272727272727,0.03941724252487056,0.6799999999999999,0.1295893067724034,0.23272727272727273,0.16231792087756838
flowers102,S3,ViT-S,vit_small_in1k,36,88,5,0.9863636363636363,0.018672359914948828,0.4818181818181818,0.24207479549009278,0.5045454545454546,0.23269109271327765
flowers102,S3,ViT-S,vit_small_in1k,37,36,5,0.9277777777777777,0.03726779962499651,0.4333333333333333,0.26176042198643884,0.49444444444444446,0.2593915006650834
flowers102,S3,ViT-S,vit_small_in1k,38,21,5,0.819047619047619,0.07063046178186345,0.06666666666666667,0.10432810619146021,0.7523809523809524,0.07824607964359512
flowers102,S3,ViT-S,vit_small_in1k,39,47,5,0.8638297872340426,0.03865085558422331,0.11489361702127658,0.05942229805859124,0.7489361702127659,0.06959756269700486
flowers102,S3,ViT-S,vit_small_in1k,40,107,5,0.9158878504672897,0.03169313076226761,0.7252336448598131,0.19171411446666295,0.19065420560747665,0.18344915971561943
flowers102,S3,ViT-S,vit_small_in1k,41,39,5,0.8974358974358975,0.0678397772067844,0.14358974358974358,0.09864299518805818,0.7538461538461538,0.1237694193450992
flowers102,S3,ViT-S,vit_small_in1k,42,110,5,0.5836363636363636,0.04912456758584111,0.2381818181818182,0.14104099398214362,0.3454545454545454,0.12331509060227762
flowers102,S3,ViT-S,vit_small_in1k,43,73,5,0.9643835616438355,0.015618841439714209,0.7753424657534247,0.10186845174015456,0.18904109589041093,0.09361287431928708
flowers102,S3,ViT-S,vit_small_in1k,44,20,5,0.9800000000000001,0.04472135954999579,0.22999999999999998,0.12549900398011132,0.75,0.1274754878398196
flowers102,S3,ViT-S,vit_small_in1k,45,176,5,0.9329545454545455,0.014707021710846355,0.11704545454545454,0.05953721317013516,0.815909090909091,0.06410642139803789
flowers102,S3,ViT-S,vit_small_in1k,46,47,5,0.9872340425531915,0.019030365765955643,0.5319148936170214,0.18970802659709587,0.45531914893617015,0.18401487923778428
flowers102,S3,ViT-S,vit_small_in1k,47,51,5,0.9333333333333332,0.017537788058821915,0.05490196078431372,0.06413893032861226,0.8784313725490195,0.07644544584163895
flowers102,S3,ViT-S,vit_small_in1k,48,29,5,1.0,0.0,0.48965517241379314,0.4452150143883974,0.5103448275862069,0.4452150143883974
flowers102,S3,ViT-S,vit_small_in1k,49,72,5,0.9527777777777778,0.007607257743127341,0.0,0.0,0.9527777777777778,0.007607257743127341
flowers102,S3,ViT-S,vit_small_in1k,50,238,5,0.5420168067226891,0.01071222586889241,0.3974789915966387,0.1909477808465953,0.1445378151260504,0.1921918735612299
flowers102,S3,ViT-S,vit_small_in1k,51,65,5,0.9846153846153847,0.015384615384615385,0.1753846153846154,0.08538115031084068,0.8092307692307692,0.09140585093854123
flowers102,S3,ViT-S,vit_small_in1k,52,73,5,0.6767123287671233,0.06890288405457146,0.07945205479452054,0.1333067465830451,0.5972602739726027,0.1045951187332662
flowers102,S3,ViT-S,vit_small_in1k,53,41,5,0.9951219512195122,0.01090764867073069,0.11219512195121953,0.13314482013615786,0.8829268292682926,0.1306643437656476
flowers102,S3,ViT-S,vit_small_in1k,54,51,5,0.980392156862745,1.2412670766236366e-16,0.01568627450980392,0.02147931598059475,0.9647058823529411,0.021479315980594733
flowers102,S3,ViT-S,vit_small_in1k,55,89,5,0.9932584269662922,0.006154186039383904,0.07415730337078652,0.05246120238170226,0.9191011235955056,0.05353316516661392
flowers102,S3,ViT-S,vit_small_in1k,56,47,5,0.9446808510638298,0.028545548648933494,0.8723404255319149,0.0721524466289922,0.07234042553191491,0.055482573661299155
flowers102,S3,ViT-S,vit_small_in1k,57,94,5,0.9808510638297872,0.01903036576595564,0.3212765957446808,0.2180721324630777,0.6595744680851064,0.22964928877577553
flowers102,S3,ViT-S,vit_small_in1k,58,47,5,1.0,0.0,0.02127659574468085,0.036852144841891005,0.9787234042553191,0.03685214484189101
flowers102,S3,ViT-S,vit_small_in1k,59,89,5,0.995505617977528,0.006154186039383904,0.4337078651685394,0.2678544225278327,0.5617977528089888,0.26446297294246784
flowers102,S3,ViT-S,vit_small_in1k,60,30,5,1.0,0.0,0.09333333333333334,0.1140175425099138,0.9066666666666666,0.1140175425099138
flowers102,S3,ViT-S,vit_small_in1k,61,35,5,0.8742857142857142,0.04780914437337572,0.0,0.0,0.8742857142857142,0.04780914437337572
flowers102,S3,ViT-S,vit_small_in1k,62,34,5,1.0,0.0,0.18823529411764708,0.3088935494850853,0.8117647058823529,0.3088935494850853
flowers102,S3,ViT-S,vit_small_in1k,63,32,5,1.0,0.0,0.525,0.3317508006772553,0.475,0.3317508006772553
flowers102,S3,ViT-S,vit_small_in1k,64,82,5,0.975609756097561,0.028600096096484305,0.23414634146341468,0.2441157603712427,0.7414634146341463,0.2267440175491927
flowers102,S3,ViT-S,vit_small_in1k,65,41,5,1.0,0.0,0.024390243902439025,0.03449301371641695,0.975609756097561,0.03449301371641694
flowers102,S3,ViT-S,vit_small_in1k,66,22,5,0.8727272727272727,0.05926547641093316,0.2,0.14588005941710194,0.6727272727272727,0.1885131032120702
flowers102,S3,ViT-S,vit_small_in1k,67,34,5,0.8823529411764707,0.04650408323777029,0.6294117647058823,0.1968611827139001,0.2529411764705882,0.2033457178522777
flowers102,S3,ViT-S,vit_small_in1k,68,34,5,0.9764705882352942,0.013153341044116413,0.7294117647058823,0.19331384382535274,0.24705882352941178,0.18786728732554484
flowers102,S3,ViT-S,vit_small_in1k,69,42,5,1.0,0.0,0.4428571428571429,0.27386127875258304,0.5571428571428572,0.27386127875258304
flowers102,S3,ViT-S,vit_small_in1k,70,58,5,1.0,0.0,0.2551724137931034,0.21651493208207728,0.7448275862068966,0.21651493208207728
flowers102,S3,ViT-S,vit_small_in1k,71,76,5,0.7973684210526316,0.06486188180982234,0.1868421052631579,0.23080762696414506,0.6105263157894736,0.29401344495987686
flowers102,S3,ViT-S,vit_small_in1k,72,174,5,0.8954022988505747,0.036889210427313156,0.40344827586206894,0.1108018552624802,0.4919540229885057,0.11074222024456376
flowers102,S3,ViT-S,vit_small_in1k,73,151,5,0.7258278145695364,0.0469685383483368,0.07549668874172186,0.04969094432398429,0.6503311258278146,0.07395308225241659
flowers102,S3,ViT-S,vit_small_in1k,74,100,5,0.95,0.018708286933869694,0.8880000000000001,0.06942621983083912,0.061999999999999965,0.056302753041036976
flowers102,S3,ViT-S,vit_small_in1k,75,87,5,0.8873563218390805,0.009616781914184764,0.3816091954022988,0.23435313072321598,0.5057471264367817,0.23088861409885822
flowers102,S3,ViT-S,vit_small_in1k,76,231,5,0.9567099567099566,0.029678158443294578,0.5809523809523809,0.1129447101979653,0.37575757575757573,0.10490134185877723
flowers102,S3,ViT-S,vit_small_in1k,77,117,5,0.8683760683760683,0.021452821193181433,0.28547008547008546,0.26950874267554314,0.582905982905983,0.2745971753986957
flowers102,S3,ViT-S,vit_small_in1k,78,21,5,1.0,0.0,0.8,0.14045601146431072,0.2,0.14045601146431072
flowers102,S3,ViT-S,vit_small_in1k,79,85,5,0.9364705882352942,0.019686118271389986,0.5035294117647059,0.11893413605741279,0.4329411764705882,0.1313754755307635
flowers102,S3,ViT-S,vit_small_in1k,80,146,5,0.9917808219178081,0.005730548126945747,0.30273972602739724,0.2386669364387768,0.689041095890411,0.23833254488547229
flowers102,S3,ViT-S,vit_small_in1k,81,92,5,0.8130434782608695,0.06718059626244544,0.5369565217391304,0.22468734841299368,0.2760869565217391,0.21280487970015297
flowers102,S3,ViT-S,vit_small_in1k,82,111,5,0.7027027027027027,0.0627404877350636,0.17657657657657658,0.18709696829669925,0.5261261261261261,0.20110481309146044
flowers102,S3,ViT-S,vit_small_in1k,83,66,5,0.696969696969697,0.03030303030303033,0.1181818181818182,0.13944333775567927,0.5787878787878787,0.13139080841623513
flowers102,S3,ViT-S,vit_small_in1k,84,43,5,0.930232558139535,0.028482438869571844,0.19069767441860463,0.1437352292126739,0.7395348837209303,0.11903705946111369
flowers102,S3,ViT-S,vit_small_in1k,85,38,5,0.968421052631579,0.022017369119317808,0.6210526315789473,0.3533574618497186,0.3473684210526316,0.36245163972002403
flowers102,S3,ViT-S,vit_small_in1k,86,43,5,0.9581395348837208,0.019457209919397086,0.7627906976744186,0.11080120232159621,0.1953488372093023,0.11926401306937752
flowers102,S3,ViT-S,vit_small_in1k,87,134,5,0.7238805970149255,0.05509262335907986,0.3402985074626866,0.14752732887345155,0.3835820895522389,0.12040160761040702
flowers102,S3,ViT-S,vit_small_in1k,88,164,5,0.8524390243902438,0.030304325950705337,0.03780487804878049,0.033785110188280655,0.8146341463414635,0.05889751532216222
flowers102,S3,ViT-S,vit_small_in1k,89,62,5,0.8258064516129032,0.03496690869141744,0.029032258064516127,0.04016096644512494,0.7967741935483871,0.06993381738283486
flowers102,S3,ViT-S,vit_small_in1k,90,56,5,0.9,0.00978075995544936,0.6,0.2527274687670253,0.3,0.25108184290532576
flowers102,S3,ViT-S,vit_small_in1k,91,46,5,0.8956521739130434,0.04957284456952774,0.26956521739130435,0.1749966243260705,0.6260869565217391,0.12897736499296808
flowers102,S3,ViT-S,vit_small_in1k,92,26,5,0.9076923076923077,0.0344010458076891,0.2923076923076923,0.18365132902020495,0.6153846153846153,0.17200522903844537
flowers102,S3,ViT-S,vit_small_in1k,93,142,5,0.9422535211267606,0.02303581300534666,0.6140845070422535,0.2301104156965117,0.32816901408450705,0.22620875910953886
flowers102,S3,ViT-S,vit_small_in1k,94,108,5,0.8,0.038512285820528555,0.42407407407407405,0.18855726153589247,0.37592592592592594,0.16271024175176887
flowers102,S3,ViT-S,vit_small_in1k,95,71,5,0.695774647887324,0.05509185131157166,0.04507042253521127,0.03362629967975584,0.6507042253521127,0.025195132140842666
flowers102,S3,ViT-S,vit_small_in1k,96,46,5,0.7217391304347827,0.05627034393715123,0.11739130434782608,0.09042014931776271,0.6043478260869566,0.08475473343312144
flowers102,S3,ViT-S,vit_small_in1k,97,62,5,0.9129032258064516,0.026989033114002414,0.1129032258064516,0.11630810566012868,0.8,0.10239077579421857
flowers102,S3,ViT-S,vit_small_in1k,98,43,5,0.8697674418604651,0.05353890434056437,0.18139534883720929,0.17817657031979492,0.6883720930232557,0.15824210080189768
flowers102,S3,ViT-S,vit_small_in1k,99,29,5,1.0,0.0,0.013793103448275862,0.018886984741557453,0.9862068965517242,0.01888698474155743
flowers102,S3,ViT-S,vit_small_in1k,100,38,5,0.8947368421052632,0.01860807318911965,0.02631578947368421,0.02631578947368421,0.868421052631579,0.03721614637823934
flowers102,S3,ViT-S,vit_small_in1k,101,28,5,0.9714285714285713,0.01597191412499849,0.39285714285714285,0.1694077317947346,0.5785714285714286,0.1701589892795942
flowers102,S4,Swin-T,swin_tiny,0,20,5,1.0,0.0,0.79,0.06519202405202651,0.20999999999999996,0.06519202405202651
flowers102,S4,Swin-T,swin_tiny,1,40,5,0.96,0.013693063937629165,0.925,0.030618621784789708,0.03499999999999994,0.02850438562747844
flowers102,S4,Swin-T,swin_tiny,2,20,5,0.63,0.0758287544405155,0.45999999999999996,0.1140175425099138,0.16999999999999998,0.14832396974191328
flowers102,S4,Swin-T,swin_tiny,3,36,5,0.6555555555555556,0.05414885747116087,0.6555555555555556,0.04212708580028638,2.2204460492503132e-17,0.08098544298396246
flowers102,S4,Swin-T,swin_tiny,4,45,5,0.9555555555555555,0.03513641844631533,0.0711111111111111,0.11265592760565846,0.8844444444444445,0.12212117034696966
flowers102,S4,Swin-T,swin_tiny,5,25,5,0.992,0.017888543819998333,0.968,0.05215361924162119,0.024,0.060663003552412414
flowers102,S4,Swin-T,swin_tiny,6,20,5,0.97,0.02738612787525833,0.8300000000000001,0.02738612787525827,0.13999999999999996,0.04183300132670377
flowers102,S4,Swin-T,swin_tiny,7,65,5,1.0,0.0,0.7415384615384616,0.15050211817102274,0.2584615384615384,0.15050211817102274
flowers102,S4,Swin-T,swin_tiny,8,26,5,0.9692307692307693,0.017200522903844526,0.29230769230769227,0.1002954216185023,0.676923076923077,0.10391735450850999
flowers102,S4,Swin-T,swin_tiny,9,25,5,1.0,0.0,0.992,0.017888543819998333,0.008000000000000007,0.017888543819998333
flowers102,S4,Swin-T,swin_tiny,10,67,5,0.8567164179104477,0.050172347205885384,0.3611940298507463,0.2151015032872107,0.4955223880597015,0.22792369156801287
flowers102,S4,Swin-T,swin_tiny,11,67,5,0.9671641791044776,0.006674829783581482,0.5970149253731344,0.2554812353525924,0.3701492537313433,0.25881647106379935
flowers102,S4,Swin-T,swin_tiny,12,29,5,1.0,0.0,0.9793103448275862,0.03084231693103159,0.02068965517241379,0.030842316931031587
flowers102,S4,Swin-T,swin_tiny,13,28,5,0.9928571428571429,0.01597191412499849,0.9857142857142858,0.019561519910898783,0.00714285714285714,0.01597191412499849
flowers102,S4,Swin-T,swin_tiny,14,29,5,1.0,0.0,0.2827586206896552,0.19261020750026128,0.7172413793103448,0.19261020750026123
flowers102,S4,Swin-T,swin_tiny,15,21,5,0.9333333333333332,0.026082026547865022,0.11428571428571428,0.13718914562750414,0.819047619047619,0.14830868097521369
flowers102,S4,Swin-T,swin_tiny,16,65,5,0.9907692307692308,0.008426500884694833,0.7507692307692307,0.1311758384448751,0.24000000000000005,0.13743207036386024
flowers102,S4,Swin-T,swin_tiny,17,62,5,0.9548387096774194,0.021029685178073094,0.8870967741935484,0.15844260245474598,0.06774193548387095,0.16621513584500971
flowers102,S4,Swin-T,swin_tiny,18,29,5,0.9724137931034484,0.015421158465515773,0.8551724137931034,0.06632891055748741,0.11724137931034488,0.0715049701838887
flowers102,S4,Swin-T,swin_tiny,19,36,5,0.9888888888888889,0.015214515486254621,0.7333333333333334,0.1171945728318277,0.25555555555555554,0.11006451531199417
flowers102,S4,Swin-T,swin_tiny,20,20,5,0.9800000000000001,0.04472135954999578,0.61,0.14747881203752622,0.37,0.12549900398011132
flowers102,S4,Swin-T,swin_tiny,21,39,5,0.9743589743589742,0.018130943107347388,0.8871794871794872,0.08619351955882876,0.08717948717948718,0.10029542161850226
flowers102,S4,Swin-T,swin_tiny,22,71,5,0.8929577464788732,0.01889634910563206,0.8788732394366197,0.055091851311571655,0.014084507042253525,0.06298783035210673
flowers102,S4,Swin-T,swin_tiny,23,22,5,1.0,0.0,0.7181818181818181,0.14868570212541932,0.28181818181818186,0.14868570212541932
flowers102,S4,Swin-T,swin_tiny,24,21,5,1.0,0.0,0.8666666666666666,0.09159706696033973,0.13333333333333336,0.09159706696033972
flowers102,S4,Swin-T,swin_tiny,25,21,5,0.8571428571428571,0.0583211843519804,0.09523809523809523,0.05832118435198043,0.7619047619047619,0.047619047619047644
flowers102,S4,Swin-T,swin_tiny,26,20,5,1.0,0.0,0.64,0.14747881203752625,0.36,0.14747881203752625
flowers102,S4,Swin-T,swin_tiny,27,46,5,0.9913043478260869,0.011907012119677518,0.2391304347826087,0.17794245156244456,0.7521739130434784,0.17227489353181694
flowers102,S4,Swin-T,swin_tiny,28,58,5,0.9758620689655173,0.015421158465515766,0.5724137931034483,0.15726557587574316,0.40344827586206894,0.15450046080841276
flowers102,S4,Swin-T,swin_tiny,29,65,5,0.8615384615384615,0.024325212770525996,0.6092307692307692,0.15824481071536972,0.25230769230769234,0.1429196819999211
flowers102,S4,Swin-T,swin_tiny,30,32,5,0.95625,0.02795084971874737,0.76875,0.20082836266324536,0.1875,0.213096589015404
flowers102,S4,Swin-T,swin_tiny,31,25,5,0.808,0.05215361924162119,0.8,0.12328828005937954,0.008000000000000007,0.11798304963002104
flowers102,S4,Swin-T,swin_tiny,32,26,5,0.9692307692307693,0.017200522903844526,0.9076923076923077,0.021066252211737205,0.06153846153846154,0.0344010458076891
flowers102,S4,Swin-T,swin_tiny,33,20,5,1.0,0.0,0.8800000000000001,0.07582875444051546,0.12,0.07582875444051546
flowers102,S4,Swin-T,swin_tiny,34,23,5,1.0,0.0,0.9826086956521738,0.023814024239355035,0.017391304347826077,0.023814024239355032
flowers102,S4,Swin-T,swin_tiny,35,55,5,0.9818181818181818,0.0,0.9636363636363636,0.02874797872880346,0.018181818181818188,0.02874797872880346
