dataset,arm,backbone,pretrain,n_seeds,clean_mean,clean_sd,gray_mean,gray_sd,CR_mean,CR_sd
cub200,resnet50,ResNet-50,a1_in1k,5,0.7872626855367622,0.0029049910345075513,0.37124611667241975,0.008274538160419799,0.4160165688643424,0.010692788264554252
cub200,convnext_tiny_in1k,ConvNeXt-T,fb_in1k,5,0.8374525371073525,0.003407114368594137,0.4210907835692095,0.003708527009900555,0.4163617535381429,0.004180869017228751
cub200,vit_small_in1k,ViT-S,augreg_in1k,5,0.7951328960994132,0.005249190999566993,0.29799792889195714,0.009280429741989756,0.497134967207456,0.01086619203182767
cub200,swin_tiny,Swin-T,ms_in1k,5,0.8467725232999654,0.0035651912384440567,0.4170521228857439,0.020501688604875303,0.4297204004142216,0.019469073523011034
